"","main_Rho","Herbivore_Rho","Carnivore_Rho","main_P","Herbivore_P","Carnivore_P","main_p.adj","Herbivore_p.adj","Carnivore_p.adj","Driver","DriverNumeric"
"SUPT6H",1.12729389122992,1.26071456488228,-1.05799690341311,0.778854732986513,0.207411704475214,0.290056854151448,1,0.485057901866793,0.517700367964861,"Unclear",0
"NSUN3",-1.59095032521293,-0.873638926150555,2.18053175879331,0.334862266589713,0.382314920528477,0.0292180673349488,0.890886892326757,0.661501125837541,0.127667685499937,"Carnivore",2
"BVES",0.239951652058296,0.451973964042392,1.04965801049258,1,0.651287738954518,0.293875375542819,1,0.840267926013474,0.521618968524917,"Carnivore",2
"PFAS",0.907385616234106,0.273936273623215,-0.952807948499916,1,0.784133595088918,0.340687386294388,1,0.91131223440215,0.568833691728705,"Carnivore",2
"SNX14",-0.451322712526013,-0.308494963283849,-0.524107478802966,1,0.757705732205867,0.600203787103382,1,0.897597582952161,0.777419973273337,"Carnivore",2
"SAMD12",-0.996420018316743,-2.92364781000297,0.549863775292637,0.957138331624413,0.00345955930174098,0.582412811929313,1,0.0450238606412338,0.764267514877483,"Herbivore",1
"EPN2",3.01224101087115,0.574220002657909,-4.21918408807179,0.00777979848336917,0.565818935191291,2.45188017709371e-05,0.0813623694944822,0.792976032672002,0.00108438006538112,"Carnivore",2
"ARHGAP33",-0.776035451924854,-0.87388378494686,-0.951546560055804,1,0.382181546037075,0.34132699475728,1,0.661501125837541,0.569459005898726,"Unclear",0
"LINS1",-0.18577935321139,0.258271460335103,1.91720315050053,1,0.796197410595246,0.0552121279847891,1,0.917697242889097,0.188902108875375,"Carnivore",2
"NEUROG1",-1.44958314757997,0.306285095830881,1.29709557980741,0.441524394876352,0.759387586086973,0.194598302222,1,0.898001997729901,0.406978396455106,"Both",3
"SKA3",-2.07443534545014,-0.346799954614407,1.8187436760757,0.114116692666193,0.728741611229599,0.06895054496992,0.458453801209453,0.882957227319391,0.217497240342498,"Both",3
"WDR75",-0.372715361054393,0.380774522671992,0.266047979915065,1,0.703370565619038,0.790202257503752,1,0.871485953594907,0.892436315345162,"Unclear",0
"PINX1",-4.29517613467372,-3.43121504994446,3.86306543203814,5.23664078754402e-05,0.000600884044960517,0.000111972999806738,0.0027750495367773,0.0141565835534375,0.00301745160948731,"Both",3
"COPG1",-0.333192452242503,-1.43444176106006,0.00189995991126863,1,0.151446237505322,0.998484052232711,1,0.411810859556276,0.999406771816998,"Herbivore",1
"SH2D3C",-2.77596755700056,-2.25256362462328,2.28041572043085,0.0165113100444629,0.0242866768269524,0.0225830441255645,0.133272398674279,0.146691945031274,0.108536397699891,"Both",3
"IMP3",0.372025557114303,1.80899497823691,-0.127627577956383,1,0.0704517835222961,0.898443705550536,1,0.269901432075844,0.952013318440146,"Herbivore",1
"TLN1",1.93553227856667,2.11535141850709,-1.30810478167106,0.158775034822487,0.0344000071057006,0.190837771838889,0.565165709651594,0.179404670262645,0.402190269816591,"Herbivore",1
"LPCAT4",0.358692010233425,-0.249412723165446,-1.58086151557058,1,0.803041544404879,0.113909705380999,1,0.920479484708202,0.29521893137092,"Carnivore",2
"HNRNPA0",NA,0.467099366496913,NA,NA,0.640428787412792,NA,NA,0.835878384586938,NA,"MissingData",5
"CENPBD1",NA,-1.65047616819532,3.33762567588916,NA,0.0988455837106142,0.000844974994502041,NA,0.325119331648812,0.0117538288550668,"MissingData",5
"DBF4B",-0.443681898222925,-0.107536157516382,1.28937518122448,1,0.914363642070507,0.197267685424215,1,0.965089064311391,0.410335341779488,"Carnivore",2
"GPR88",1.62303793267884,1.65298652524162,-2.12030813335392,0.313743888776001,0.0983336059684226,0.0339800682133505,0.859223670708883,0.324027123224672,0.13987859993594,"Unclear",0
"TNIP1",-1.12121241727515,0.480453374045322,1.22395529307973,0.786592366232816,0.630905049677483,0.220969093135581,1,0.830592270656643,0.438236910245282,"Carnivore",2
"TRIM41",-0.553233603177204,-0.524429431425287,-0.0936210753527805,1,0.599979890503686,0.925410167433166,1,0.813269279576371,0.964720475846411,"Both",3
"RHOT2",-1.49154036521483,-0.142309267469216,-0.386794873317873,0.407459045201323,0.886835726647959,0.698908072894086,1,0.955982760068329,0.839196335062942,"DoubleBoth",4
"STX19",-0.0171100216756814,-1.2398313454712,0.45823078693947,1,0.215037781692213,0.646786643507601,1,0.492901058107225,0.808479926293966,"Herbivore",1
"EDC3",-1.14273710507099,0.159236068012637,0.494088383528194,0.759443277453853,0.873482888217873,0.621243761439118,1,0.950794717287188,0.791262276872778,"DoubleBoth",4
"PRSS50",-2.32552332653016,-1.33359851211166,0.92970501563849,0.0601319822727983,0.182335470846009,0.352523836865609,0.30663017277972,0.455951195147016,0.579391100778548,"DoubleBoth",4
"FAM71F1",-0.110335531467572,-1.72472255479733,-0.941411319443433,1,0.0845774843113439,0.346494115050637,1,0.300580916187372,0.574066990746632,"Herbivore",1
"SERTM1",0.596123342957481,1.96533505158139,0.148689796613428,1,0.049375471239569,0.881798412857386,1,0.221207024135482,0.944554609367244,"Herbivore",1
"RNASEH1",-1.26520731886223,-1.2473047851953,0.295530880437204,0.617391058626372,0.212285763536217,0.76758836601978,1,0.490073697951679,0.880072950180445,"Both",3
"CALML3",-0.345125042381526,-0.886165778812668,-0.844349038123177,1,0.375528201289702,0.398474390992343,1,0.655217737613901,0.620435896114372,"Unclear",0
"RFFL",-0.452847790604797,-0.080686666655029,0.532487739356619,1,0.935691140708732,0.594388231300422,1,0.973611465352395,0.773301248837554,"Carnivore",2
"CHDH",-5.46066562425749,-3.806074697041,4.91935218091947,1.4230581702297e-07,0.000141189756793262,8.68311140473258e-07,4.84807461786562e-05,0.00527314462641011,0.000105296730800777,"Both",3
"SPAST",-1.34925397130906,-0.878067260676597,0.996948937604203,0.531766213575791,0.379907218695348,0.318789295917402,1,0.659441021877115,0.547844482671534,"Both",3
"IFT22",-0.317646694164387,-0.145701357466062,0.0128944570485195,1,0.884157149703759,0.989711996894448,1,0.955088319179021,0.995331390122248,"DoubleBoth",4
"FZD2",NA,2.01399544482693,NA,NA,0.0440100117399422,NA,NA,0.206351831152075,NA,"MissingData",5
"CLEC1A",-0.33977495060293,-1.15169251905034,-0.4181023605037,1,0.249447447469467,0.675872279195019,1,0.535181161619139,0.825060193396289,"Herbivore",1
"ARSJ",3.18943691951582,2.70543340616266,-1.20334473553865,0.00427650738566326,0.00682153241096011,0.228842944266396,0.055336308250899,0.069063222266866,0.448003040350709,"Both",3
"PLEKHF2",NA,0.954411422367393,0.234051330570933,NA,0.339875426647161,0.814945129112057,NA,0.623404123008548,0.905146736840936,"MissingData",5
"PLXDC1",-0.452674305280687,-1.0874800733179,1.34381781081906,1,0.276824700324019,0.179007308557782,1,0.564835292994968,0.388081444461271,"Unclear",0
"OR11H4",-0.937725751764241,-2.53270751495412,1.36904799405074,1,0.0113185352137007,0.170984273077411,1,0.0939867506551612,0.377960188194213,"Herbivore",1
"TNIP2",0.481413369819991,1.0773509723082,-2.4670236518407,1,0.281323498405021,0.0136241358153345,1,0.568716960045771,0.0773371575142261,"Carnivore",2
"OR2A4",0.560164322988563,-1.19682055620062,-0.911933679962099,1,0.231376504252825,0.361803630549959,1,0.512067416361831,0.588346619723124,"Unclear",0
"GCSH",-3.66509908458899,-2.66281265640354,2.6981820815788,0.000741728526768188,0.00774905434477914,0.00697192954254501,0.0169310543621652,0.0743854962592988,0.0502878676867235,"Both",3
"ZNF354C",-0.316300613523899,-0.596794256044412,-0.457177132431791,1,0.550644753355097,0.647543733432267,1,0.783301238157019,0.808797667548883,"Unclear",0
"ODF3L2",-1.41701368368654,-1.02705817013862,0.778742835245041,0.469436780445685,0.304393073851128,0.436131217724191,1,0.588961240914257,0.653313972368292,"Both",3
"TUBB3",NA,3.30646972686781,NA,NA,0.000944795589623935,NA,NA,0.0191907164313463,NA,"MissingData",5
"AQP6",1.1688468906933,0.0948539739023094,-1.97054121493019,0.727395972978137,0.924430815118802,0.0487763762860493,1,0.96940538799642,0.174841962072439,"Carnivore",2
"CDC42",2.53027590163985,3.77642959083649,-2.53864313167463,0.0341918596098724,0.000159092504794818,0.0111283272233598,0.21330088126841,0.00568820046351002,0.067528917053132,"Unclear",0
"MRPL1",-1.73841157983916,0.234406275691637,2.30814430049269,0.246414953193434,0.814669587057726,0.0209911119210905,0.742661787186882,0.925042335314794,0.10301675912449,"Carnivore",2
"LDLRAD3",-0.721398575471124,-0.309348166291822,-0.656358742853959,1,0.757056695115282,0.511593329464868,1,0.897274932079819,0.71236493149025,"Both",3
"NCAPD2",-2.66011317112877,-2.9015944605171,3.09415972614241,0.0234343198323037,0.00371268827151116,0.00197371196104967,0.166957004524969,0.0471991876022937,0.0216632896046013,"Unclear",0
"PDS5B",0.239018387262429,0.27351902897012,0.292322888012973,1,0.784454266826305,0.770039760596106,1,0.911529541244889,0.881694110712327,"Unclear",0
"RPUSD2",-1.78357986453596,-0.861563126922123,2.10262512505783,0.22347587966633,0.388927969145139,0.0354985518588607,0.696854917056521,0.666709492160672,0.143685524711087,"Carnivore",2
"ELMOD3",-2.31370452399221,-1.82584547948369,2.78465040681826,0.0620518067220389,0.0678735405380409,0.00535854623744338,0.313752847407423,0.264181876120209,0.0425564989910768,"Carnivore",2
"TSC22D3",-0.019349593035661,1.25449544144885,0.54791744314694,1,0.209661981615997,0.583748591055938,1,0.487646873297991,0.765166952417506,"Herbivore",1
"DLGAP1",0.724407226454174,0.493975152205805,-2.0373184276192,1,0.621323727937773,0.0416181423564532,1,0.825494779192079,0.159320775614559,"Carnivore",2
"DIPK2A",NA,1.93044536305236,NA,NA,0.0535516788234112,NA,NA,0.231718943419293,NA,"MissingData",5
"CD200",1.14679224034789,2.01653550253771,-1.33447168937468,0.754402490969738,0.0437440096711547,0.182049319047861,1,0.206095999863191,0.391829469161386,"Herbivore",1
"ARPC2",NA,1.3731022540379,NA,NA,0.169720560436222,NA,NA,0.439134577317136,NA,"MissingData",5
"LSM10",0.0184885959273725,2.06179029526519,-0.656391078757977,1,0.039227705419732,0.511572529052166,1,0.19344139858486,0.71236493149025,"Herbivore",1
"ITGA11",-0.690552226876835,-1.20386700870482,-0.789452335260357,1,0.228640985032911,0.429847677859327,1,0.508792109609893,0.648085229824488,"Herbivore",1
"MDH2",-0.108185364430383,0.160208769370818,-0.191574790435151,1,0.872716621664897,0.848075291046595,1,0.950471257177069,0.925167451499394,"Unclear",0
"HEPHL1",-0.787925136722271,-1.62583793655769,0.238271801143673,1,0.103984135734203,0.81167029100164,1,0.333962770850909,0.903037314384578,"Herbivore",1
"SNAP47",-2.63115241884565,-0.584185792623141,1.63701877241054,0.025528758708424,0.559095319066537,0.101626547192592,0.177083623658758,0.788444060096528,0.275244666811061,"DoubleBoth",4
"TCIM",-0.376285357208084,-0.596084988792645,0.436359763688506,1,0.551118451796474,0.662575727173075,1,0.783301238157019,0.816718682638046,"Unclear",0
"METAP1D",-4.98287693603553,-2.26232017503232,5.71951699647356,1.87937387299009e-06,0.0236776288144392,1.06827288747005e-08,0.000296683894455078,0.144553930490865,6.75466871868945e-06,"Carnivore",2
"TFE3",-1.03593956451349,-0.319466270866027,0.496093351951573,0.900691014558804,0.749372964356488,0.619828549430969,1,0.893794600352122,0.790196006595463,"DoubleBoth",4
"ING3",0.505725944091376,0.769419147497552,0.109751738827929,1,0.441644525341065,0.912606266569159,1,0.707640331334973,0.959171065240823,"Herbivore",1
"ROCK2",-0.197401954078149,0.540225675190474,-0.440328871087251,1,0.589041408179146,0.659698933173165,1,0.806441351998229,0.815265318642898,"Unclear",0
"SLC41A3",-2.46420597373616,-3.67178285800562,2.15205539059463,0.04119515255367,0.000240864295788911,0.0313929920319731,0.240356656496027,0.00762533080164544,0.133086106902954,"Herbivore",1
"OR4K5",-1.67142394844143,-1.44980689806775,1.97228340338855,0.283913906614152,0.147112375382003,0.0485772631666024,0.808095816567174,0.405949011332464,0.174416501011509,"Unclear",0
"YOD1",1.82242308534715,-0.346212627983305,-2.59394790238195,0.20517244323142,0.729182925139572,0.00948808629508316,0.662997442607543,0.882957227319391,0.0613380712034246,"Carnivore",2
"LYSMD3",-1.80203601153393,-1.16801981949876,2.11778800678129,0.214619219875283,0.24279877040972,0.0341930255005131,0.680989500129636,0.526703060702777,0.140289365471,"Carnivore",2
"TRIM55",-0.688075258239721,-1.09843693790937,-0.278743739827334,1,0.27201374038259,0.780441492781306,1,0.559389454309015,0.887305211473801,"Herbivore",1
"OS9",-0.722459307216498,1.55439786643745,0.0383486308883814,1,0.120089541854188,0.969409717437366,1,0.363701678608844,0.985460942823929,"Herbivore",1
"PPP2R2A",-0.173179369479495,1.1452315369846,0.422259874638778,1,0.252113257641794,0.672835342623813,1,0.53776862654505,0.823157192013203,"Herbivore",1
"KCND3",2.56669455505303,3.82662190275933,-1.64470319265241,0.0308019028193184,0.000129913827428573,0.10003103411484,0.200276203674274,0.00496644629431544,0.272988504534456,"Herbivore",1
"SMCO3",-0.890692452279096,-0.110883908024965,1.60344253818937,1,0.91170840643959,0.108836985875056,1,0.964110227034141,0.287472643000741,"Carnivore",2
"EXOSC4",1.52871929572849,1.772735255594,-0.727977833870756,0.379002140083891,0.0762725862155406,0.466627155324426,0.961091493885375,0.281784118053255,0.67715426892621,"Herbivore",1
"ZFP91",-2.5651623436163,-2.18030705656488,3.12075636318984,0.0309382622719341,0.0292347083486825,0.00180387208754617,0.200597111669777,0.164365378988482,0.0202726641109356,"Unclear",0
"TDRD6",2.95638097073628,0.0501280291327552,-2.02757116290473,0.00933817049864995,0.960020363792541,0.0426040346382473,0.0913532569916852,0.985058560278109,0.161328851386382,"DoubleBoth",4
"RPS4X",NA,1.88080219695841,NA,NA,0.0599988312110418,NA,NA,0.247334958061998,NA,"MissingData",5
"SCAMP4",-0.937515936030929,-0.442172032711721,1.32447310098294,1,0.658364722415914,0.185345970829432,1,0.845462984126093,0.395641092289621,"Carnivore",2
"LCN15",0.722163206698657,0.982574825352155,-1.04025492838818,1,0.325816739595875,0.298221478160358,1,0.608555101984577,0.525674104109261,"Unclear",0
"NDUFAF4",-2.96687682461105,-0.493990242287054,3.14294237348859,0.00902524368785869,0.621313070725712,0.00167258764848595,0.0894288745548443,0.825494779192079,0.0192725674101787,"Carnivore",2
"LARP4B",-1.3293174252399,0.117707067961434,-0.0328202292582058,0.551229803219018,0.906299766293528,0.973817946286561,1,0.961897007496553,0.987277538990765,"DoubleBoth",4
"CYP8B1",-2.76997723888729,-0.885658067350588,2.21720303083406,0.0168180630172871,0.375801810808342,0.0266092205779311,0.134877267952008,0.655620659928147,0.120373901874353,"Both",3
"CSH1",NA,-1.20555532281337,NA,NA,0.227988994562678,NA,NA,0.508178439613099,NA,"MissingData",5
"AURKB",-1.3023186667096,-0.925965624555221,1.53451558575221,0.578422419267193,0.354463844991947,0.124902861940298,1,0.635353805537373,0.313045057820326,"Carnivore",2
"PDIA5",-1.53772285447092,-0.255432409612512,1.47222547859416,0.372349179335688,0.798389141543811,0.140959999328791,0.950488619999542,0.918915685243459,0.336073491344066,"Both",3
"KCNG2",0.405860368401641,0.251593714619637,-2.48901610503338,1,0.801355117388861,0.0128097162924706,1,0.919683464184708,0.0741064433177517,"Carnivore",2
"PRKAG1",-2.11837214933165,-0.182721884312764,2.07762024672588,0.10243068791418,0.855016243641341,0.0377443498693311,0.428973199287616,0.942529807751802,0.149437016583763,"Both",3
"CLK4",0.938468043141562,0.701841122704217,-1.11389232370364,1,0.482778250084685,0.265325382970174,1,0.736681035709235,0.489653630795595,"Carnivore",2
"MCM9",-0.485290546211362,0.905206449848852,1.47251944098089,1,0.365356025545881,0.140880661095738,1,0.644676885118166,0.335937599254142,"Carnivore",2
"UNCX",-0.0175743269893541,-0.608777721624124,0.112547882114453,1,0.542671782364066,0.910389006444771,1,0.778292755010742,0.958128357773482,"Herbivore",1
"LNX2",0.718350489233316,-0.174341276989045,-2.27519438282004,1,0.861597261587359,0.0228942716933482,1,0.946244842446898,0.109638793502943,"Carnivore",2
"SLC12A4",0.232942068298759,0.734591250033635,-0.611318056850729,1,0.462588468496151,0.54098903916851,1,0.721471784499757,0.732586417130691,"Unclear",0
"CCNG2",-1.66241999994761,-1.80332126437629,2.86863802272441,0.28928577464776,0.0713377749596953,0.00412243289201474,0.817952255353028,0.271017623333648,0.0357285437447987,"Carnivore",2
"OR2AE1",NA,-2.72401836872732,NA,NA,0.00644929194407822,NA,NA,0.0663041726231596,NA,"MissingData",5
"C11orf42",-0.82501975838014,-1.30750019907875,0.272667276259672,1,0.191042887346274,0.78510899157946,1,0.465933119117835,0.889736836900101,"Herbivore",1
"ICOS",-1.96890786959186,-1.01874165565929,0.834582621760976,0.14689101510145,0.308325631042984,0.403952750150986,0.538875869245705,0.59248964476298,0.625371924639183,"DoubleBoth",4
"CCDC89",1.24833126234119,0.538783616403095,-0.951750003061764,0.635729310246621,0.590036169708528,0.341223783563094,1,0.806619325555124,0.569459005898726,"Both",3
"SIGLECL1",-0.318707567726845,0.0412025333744451,0.692521709098413,1,0.967134434048751,0.488609757525146,1,0.987731210477992,0.6933306524399,"Carnivore",2
"CLU",-2.68668651837266,-2.07117768462689,0.343463801080784,0.0216493934882247,0.0383421942020873,0.731249568885462,0.158816189106472,0.190874885080354,0.858154806152872,"DoubleBoth",4
"USF3",-1.07675748303676,0.149437917869625,2.59633710425395,0.844765872974441,0.881208093496652,0.00942235715566816,1,0.953950576870849,0.0610532451478056,"Carnivore",2
"PDCD6-AHRR",-4.22985410700622,-3.54117878040012,1.17885355808257,7.01528751853514e-05,0.000398343566617462,0.238456493399795,0.00342697937835412,0.0108699509617886,0.458688888853562,"Both",3
"UGDH",-2.43002839342752,-2.93026236966503,2.3940274391914,0.0452929201073176,0.00338675916008886,0.0166645020537293,0.254403716423012,0.0444142226746604,0.0882338441485661,"Unclear",0
"TMEM107",-1.13865400025107,-0.917611302853763,1.40657217483458,0.764542487616174,0.358822398326684,0.159554288819999,1,0.639559297831232,0.361931728665377,"Carnivore",2
"LRRC31",-0.773945726350013,-0.989001505622707,0.756288633118646,1,0.322662405020934,0.449476161735873,1,0.606041906763891,0.663579632649234,"Unclear",0
