GO.ID	Description	p.Val	Empty	phenoType
Maintenance Of Protein Location In Nucleus (GO:0051457)	Maintenance Of Protein Location In Nucleus 	0.970699474333173		1
Maintenance Of Synapse Structure (GO:0099558)	Maintenance Of Synapse Structure 	0.966513549840496		1
Malate Metabolic Process (GO:0006108)	Malate Metabolic Process 	0.957022838891206		-1
Male Gonad Development (GO:0008584)	Male Gonad Development 	0.966513549840496		1
Male Meiosis I (GO:0007141)	Male Meiosis I 	0.966513549840496		-1
Mammary Gland Development (GO:0030879)	Mammary Gland Development 	0.957022838891206		-1
Mammary Gland Epithelial Cell Differentiation (GO:0060644)	Mammary Gland Epithelial Cell Differentiation 	0.970699474333173		-1
Mammary Gland Epithelium Development (GO:0061180)	Mammary Gland Epithelium Development 	0.970699474333173		-1
Manganese Ion Transport (GO:0006828)	Manganese Ion Transport 	0.976995278130949		-1
Marginal Zone B Cell Differentiation (GO:0002315)	Marginal Zone B Cell Differentiation 	0.970699474333173		-1
Mast Cell Activation Involved In Immune Response (GO:0002279)	Mast Cell Activation Involved In Immune Response 	0.970699474333173		1
Mast Cell Degranulation (GO:0043303)	Mast Cell Degranulation 	0.970699474333173		1
Mast Cell Mediated Immunity (GO:0002448)	Mast Cell Mediated Immunity 	0.970699474333173		1
Maturation Of 5.8S rRNA (GO:0000460)	Maturation Of 5.8S rRNA 	0.945476026691714		1
Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript 	0.966513549840496		1
Maturation Of LSU-rRNA (GO:0000470)	Maturation Of LSU-rRNA 	0.222739835711828		1
Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	Maturation Of LSU-rRNA From Tricistronic rRNA Transcript 	0.915987105849		1
Maturation Of SSU-rRNA (GO:0030490)	Maturation Of SSU-rRNA 	0.590849445079906		1
Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	Maturation Of SSU-rRNA From Tricistronic rRNA Transcript 	0.442261371635586		1
Mature B Cell Differentiation Involved In Immune Response (GO:0002313)	Mature B Cell Differentiation Involved In Immune Response 	0.970699474333173		-1
Medium-Chain Fatty Acid Biosynthetic Process (GO:0051792)	Medium-Chain Fatty Acid Biosynthetic Process 	0.966513549840496		-1
Medium-Chain Fatty Acid Metabolic Process (GO:0051791)	Medium-Chain Fatty Acid Metabolic Process 	0.9680408576935		-1
Medium-Chain fatty-acyl-CoA Metabolic Process (GO:0036112)	Medium-Chain fatty-acyl-CoA Metabolic Process 	0.970699474333173		-1
Megakaryocyte Development (GO:0035855)	Megakaryocyte Development 	0.957022838891206		1
Megakaryocyte Differentiation (GO:0030219)	Megakaryocyte Differentiation 	0.957022838891206		1
Meiosis I (GO:0007127)	Meiosis I 	0.970307066022047		1
Meiotic DNA Double-Strand Break Formation (GO:0042138)	Meiotic DNA Double-Strand Break Formation 	0.98739614480673		-1
Meiotic Sister Chromatid Cohesion (GO:0051177)	Meiotic Sister Chromatid Cohesion 	0.754973666625031		1
Melanin Biosynthetic Process (GO:0042438)	Melanin Biosynthetic Process 	0.970699474333173		-1
Melanocyte Differentiation (GO:0030318)	Melanocyte Differentiation 	0.957022838891206		1
Melanosome Assembly (GO:1903232)	Melanosome Assembly 	0.966513549840496		1
Melanosome Localization (GO:0032400)	Melanosome Localization 	0.98739614480673		1
Melanosome Organization (GO:0032438)	Melanosome Organization 	0.973132481289457		1
Melanosome Transport (GO:0032402)	Melanosome Transport 	0.966513549840496		1
Membrane Assembly (GO:0071709)	Membrane Assembly 	0.970699474333173		-1
Membrane Biogenesis (GO:0044091)	Membrane Biogenesis 	0.966513549840496		1
Membrane Depolarization (GO:0051899)	Membrane Depolarization 	0.218410629750547		-1
Membrane Depolarization During Action Potential (GO:0086010)	Membrane Depolarization During Action Potential 	0.970699474333173		-1
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012)	Membrane Depolarization During Cardiac Muscle Cell Action Potential 	0.98739614480673		1
Membrane Fission (GO:0090148)	Membrane Fission 	0.966513549840496		-1
Membrane Fusion (GO:0061025)	Membrane Fusion 	0.966513549840496		-1
Membrane Invagination (GO:0010324)	Membrane Invagination 	0.970699474333173		1
Membrane Lipid Biosynthetic Process (GO:0046467)	Membrane Lipid Biosynthetic Process 	0.78319264600944		1
Membrane Lipid Catabolic Process (GO:0046466)	Membrane Lipid Catabolic Process 	0.957022838891206		1
Membrane Lipid Metabolic Process (GO:0006643)	Membrane Lipid Metabolic Process 	0.957022838891206		1
Membrane Organization (GO:0061024)	Membrane Organization 	0.891740449463668		-1
Membrane Protein Ectodomain Proteolysis (GO:0006509)	Membrane Protein Ectodomain Proteolysis 	0.970699474333173		1
Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	Membrane Protein Intracellular Domain Proteolysis 	0.970699474333173		1
Membrane Protein Proteolysis (GO:0033619)	Membrane Protein Proteolysis 	0.971919059042776		-1
Membrane Raft Organization (GO:0031579)	Membrane Raft Organization 	0.987208159379524		1
Membrane Repolarization (GO:0086009)	Membrane Repolarization 	0.841450426474555		-1
Membrane Repolarization During Action Potential (GO:0086011)	Membrane Repolarization During Action Potential 	0.840522904824786		-1
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	Membrane Repolarization During Cardiac Muscle Cell Action Potential 	0.966513549840496		-1
Memory (GO:0007613)	Memory 	0.966513549840496		-1
Mesenchymal Cell Differentiation (GO:0048762)	Mesenchymal Cell Differentiation 	0.970699474333173		1
Mesenchymal Cell Differentiation Involved In Kidney Development (GO:0072161)	Mesenchymal Cell Differentiation Involved In Kidney Development 	0.966513549840496		1
Mesenchymal Cell Migration (GO:0090497)	Mesenchymal Cell Migration 	0.98739614480673		1
Mesenchymal To Epithelial Transition (GO:0060231)	Mesenchymal To Epithelial Transition 	0.972999660461697		1
Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis (GO:0003337)	Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis 	0.966513549840496		-1
Mesenchyme Development (GO:0060485)	Mesenchyme Development 	0.970699474333173		1
Mesenchyme Morphogenesis (GO:0072132)	Mesenchyme Morphogenesis 	0.966513549840496		-1
Mesoderm Development (GO:0007498)	Mesoderm Development 	0.961196726693825		-1
Mesoderm Formation (GO:0001707)	Mesoderm Formation 	0.966513549840496		-1
Mesoderm Morphogenesis (GO:0048332)	Mesoderm Morphogenesis 	0.968265431674335		-1
Mesodermal Cell Differentiation (GO:0048333)	Mesodermal Cell Differentiation 	0.966513549840496		-1
Mesodermal Cell Fate Commitment (GO:0001710)	Mesodermal Cell Fate Commitment 	0.970699474333173		-1
Mesonephric Tubule Development (GO:0072164)	Mesonephric Tubule Development 	0.988288699729235		-1
Mesonephros Development (GO:0001823)	Mesonephros Development 	0.966513549840496		-1
Metal Ion Transport (GO:0030001)	Metal Ion Transport 	0.0602273954156962		-1
Metallo-Sulfur Cluster Assembly (GO:0031163)	Metallo-Sulfur Cluster Assembly 	0.970699474333173		1
Metanephric Collecting Duct Development (GO:0072205)	Metanephric Collecting Duct Development 	0.966513549840496		1
Metanephric Mesenchyme Development (GO:0072075)	Metanephric Mesenchyme Development 	0.571596299952696		1
Metanephric Nephron Tubule Development (GO:0072234)	Metanephric Nephron Tubule Development 	0.970699474333173		1
Metanephros Development (GO:0001656)	Metanephros Development 	0.966513549840496		1
Metaphase Plate Congression (GO:0051310)	Metaphase Plate Congression 	0.957022838891206		1
Methionine Metabolic Process (GO:0006555)	Methionine Metabolic Process 	0.957022838891206		-1
Methylguanosine-Cap Decapping (GO:0110156)	Methylguanosine-Cap Decapping 	0.78319264600944		1
miRNA Catabolic Process (GO:0010587)	miRNA Catabolic Process 	0.970699474333173		-1
miRNA Metabolic Process (GO:0010586)	miRNA Metabolic Process 	0.970699474333173		-1
miRNA Processing (GO:0035196)	miRNA Processing 	0.966513549840496		1
miRNA-mediated Gene Silencing (GO:0035195)	miRNA-mediated Gene Silencing 	0.966513549840496		-1
miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)	miRNA-mediated Gene Silencing By Inhibition Of Translation 	0.966513549840496		-1
Microglial Cell Activation (GO:0001774)	Microglial Cell Activation 	0.966513549840496		-1
Microtubule Anchoring (GO:0034453)	Microtubule Anchoring 	0.970699474333173		1
Microtubule Anchoring At Centrosome (GO:0034454)	Microtubule Anchoring At Centrosome 	0.957022838891206		1
Microtubule Anchoring At Microtubule Organizing Center (GO:0072393)	Microtubule Anchoring At Microtubule Organizing Center 	0.970307066022047		1
Microtubule Bundle Formation (GO:0001578)	Microtubule Bundle Formation 	0.972775872882584		-1
Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)	Microtubule Cytoskeleton Organization Involved In Mitosis 	0.957022838891206		1
Microtubule Depolymerization (GO:0007019)	Microtubule Depolymerization 	0.966513549840496		1
Microtubule Nucleation (GO:0007020)	Microtubule Nucleation 	0.986165283702078		1
Microtubule Polymerization (GO:0046785)	Microtubule Polymerization 	0.970699474333173		-1
Microtubule Polymerization Or Depolymerization (GO:0031109)	Microtubule Polymerization Or Depolymerization 	0.9951212783414		-1
Microtubule-Based Transport (GO:0099111)	Microtubule-Based Transport 	0.970699474333173		-1
Microvillus Assembly (GO:0030033)	Microvillus Assembly 	0.975060572768021		1
Microvillus Organization (GO:0032528)	Microvillus Organization 	0.970699474333173		1
Midbody Abscission (GO:0061952)	Midbody Abscission 	0.966513549840496		-1
Midbrain Dopaminergic Neuron Differentiation (GO:1904948)	Midbrain Dopaminergic Neuron Differentiation 	0.970699474333173		1
Mismatch Repair (GO:0006298)	Mismatch Repair 	0.763260086617886		1
Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)	Mitochondrial ATP Synthesis Coupled Electron Transport 	0.000258392333921164		1
Mitochondrial DNA Metabolic Process (GO:0032042)	Mitochondrial DNA Metabolic Process 	0.786528878463898		1
Mitochondrial DNA Replication (GO:0006264)	Mitochondrial DNA Replication 	0.447537712173392		1
Mitochondrial RNA 3'-End Processing (GO:0000965)	Mitochondrial RNA 3'-End Processing 	0.949598338687289		1
Mitochondrial RNA Metabolic Process (GO:0000959)	Mitochondrial RNA Metabolic Process 	0.000350021442383935		1
Mitochondrial RNA Processing (GO:0000963)	Mitochondrial RNA Processing 	0.0153991174194783		1
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	Mitochondrial Calcium Ion Homeostasis 	0.966513549840496		-1
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851)	Mitochondrial Calcium Ion Transmembrane Transport 	0.970699474333173		-1
Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)	Mitochondrial Cytochrome C Oxidase Assembly 	0.619168963908998		1
Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)	Mitochondrial Electron Transport, NADH To Ubiquinone 	0.00880587771034761		1
Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)	Mitochondrial Electron Transport, Cytochrome C To Oxygen 	0.501309331172721		1
Mitochondrial Electron Transport, Ubiquinol To Cytochrome C (GO:0006122)	Mitochondrial Electron Transport, Ubiquinol To Cytochrome C 	0.409217644288472		1
Mitochondrial Fission (GO:0000266)	Mitochondrial Fission 	0.970699474333173		-1
Mitochondrial Fragmentation Involved In Apoptotic Process (GO:0043653)	Mitochondrial Fragmentation Involved In Apoptotic Process 	0.850050674885548		-1
Mitochondrial Fusion (GO:0008053)	Mitochondrial Fusion 	0.971919059042776		-1
Mitochondrial Gene Expression (GO:0140053)	Mitochondrial Gene Expression 	7.57566989530264e-06		1
Mitochondrial Genome Maintenance (GO:0000002)	Mitochondrial Genome Maintenance 	0.971919059042776		1
Mitochondrial Membrane Organization (GO:0007006)	Mitochondrial Membrane Organization 	0.989890149325681		1
Mitochondrial Outer Membrane Permeabilization (GO:0097345)	Mitochondrial Outer Membrane Permeabilization 	0.970699474333173		1
Mitochondrial Protein Catabolic Process (GO:0035694)	Mitochondrial Protein Catabolic Process 	0.970699474333173		-1
Mitochondrial Protein Processing (GO:0034982)	Mitochondrial Protein Processing 	0.971426209248019		-1
Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615)	Mitochondrial Proton-Transporting ATP Synthase Complex Assembly 	0.966513549840496		1
Mitochondrial Respirasome Assembly (GO:0097250)	Mitochondrial Respirasome Assembly 	0.786528878463898		1
Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981)	Mitochondrial Respiratory Chain Complex I Assembly 	5.95663751491747e-05		1
Mitochondrial Respiratory Chain Complex III Assembly (GO:0034551)	Mitochondrial Respiratory Chain Complex III Assembly 	0.970699474333173		1
Mitochondrial Respiratory Chain Complex Assembly (GO:0033108)	Mitochondrial Respiratory Chain Complex Assembly 	9.81011018092761e-05		1
Mitochondrial Ribosome Assembly (GO:0061668)	Mitochondrial Ribosome Assembly 	0.957022838891206		1
Mitochondrial tRNA Modification (GO:0070900)	Mitochondrial tRNA Modification 	0.291673847784516		1
Mitochondrial tRNA Processing (GO:0090646)	Mitochondrial tRNA Processing 	0.949598338687289		1
Mitochondrial Transcription (GO:0006390)	Mitochondrial Transcription 	0.0176562653535201		1
Mitochondrial Translation (GO:0032543)	Mitochondrial Translation 	5.95663751491747e-05		1
Mitochondrial Translational Elongation (GO:0070125)	Mitochondrial Translational Elongation 	0.433745115821558		1
Mitochondrial Transport (GO:0006839)	Mitochondrial Transport 	0.970699474333173		-1
Mitochondrion Disassembly (GO:0061726)	Mitochondrion Disassembly 	0.966513549840496		-1
Mitochondrion Distribution (GO:0048311)	Mitochondrion Distribution 	0.966513549840496		1
Mitochondrion Morphogenesis (GO:0070584)	Mitochondrion Morphogenesis 	0.966513549840496		1
Mitochondrion Organization (GO:0007005)	Mitochondrion Organization 	0.720969865178003		1
Mitochondrion Transport Along Microtubule (GO:0047497)	Mitochondrion Transport Along Microtubule 	0.970699474333173		1
Mitochondrion-Endoplasmic Reticulum Membrane Tethering (GO:1990456)	Mitochondrion-Endoplasmic Reticulum Membrane Tethering 	0.619168963908998		-1
Mitophagy (GO:0000423)	Mitophagy 	0.966513549840496		-1
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	Mitotic DNA Damage Checkpoint Signaling 	0.970699474333173		1
Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)	Mitotic DNA Integrity Checkpoint Signaling 	0.972775872882584		1
Mitotic DNA Replication (GO:1902969)	Mitotic DNA Replication 	0.957022838891206		-1
Mitotic DNA Replication Checkpoint Signaling (GO:0033314)	Mitotic DNA Replication Checkpoint Signaling 	0.970699474333173		1
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	Mitotic G1 DNA Damage Checkpoint Signaling 	0.850050674885548		-1
Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)	Mitotic G1/S Transition Checkpoint Signaling 	0.966513549840496		-1
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	Mitotic G2 DNA Damage Checkpoint Signaling 	0.970699474333173		1
Mitotic G2/M Transition Checkpoint (GO:0044818)	Mitotic G2/M Transition Checkpoint 	0.966513549840496		1
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	Mitotic Cell Cycle Checkpoint Signaling 	0.966513549840496		1
Mitotic Cell Cycle Phase Transition (GO:0044772)	Mitotic Cell Cycle Phase Transition 	0.966513549840496		-1
Mitotic Chromosome Condensation (GO:0007076)	Mitotic Chromosome Condensation 	0.949598338687289		1
Mitotic Cytokinesis (GO:0000281)	Mitotic Cytokinesis 	0.970699474333173		1
Mitotic Cytokinetic Process (GO:1902410)	Mitotic Cytokinetic Process 	0.970699474333173		-1
Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)	Mitotic intra-S DNA Damage Checkpoint Signaling 	0.970699474333173		1
Mitotic Metaphase Plate Congression (GO:0007080)	Mitotic Metaphase Plate Congression 	0.949659380819799		1
Mitotic Nuclear Division (GO:0140014)	Mitotic Nuclear Division 	0.495831942163009		1
Mitotic Nuclear Membrane Disassembly (GO:0007077)	Mitotic Nuclear Membrane Disassembly 	0.966513549840496		-1
Mitotic Nuclear Membrane Organization (GO:0101024)	Mitotic Nuclear Membrane Organization 	0.970699474333173		1
Mitotic Nuclear Membrane Reassembly (GO:0007084)	Mitotic Nuclear Membrane Reassembly 	0.970699474333173		1
Mitotic Recombination (GO:0006312)	Mitotic Recombination 	0.966513549840496		1
Mitotic Sister Chromatid Cohesion (GO:0007064)	Mitotic Sister Chromatid Cohesion 	0.949598338687289		1
Mitotic Sister Chromatid Segregation (GO:0000070)	Mitotic Sister Chromatid Segregation 	0.433745115821558		1
Mitotic Spindle Assembly (GO:0090307)	Mitotic Spindle Assembly 	0.956695985017526		1
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)	Mitotic Spindle Assembly Checkpoint Signaling 	0.961196726693825		1
Mitotic Spindle Checkpoint Signaling (GO:0071174)	Mitotic Spindle Checkpoint Signaling 	0.961196726693825		1
Mitotic Spindle Elongation (GO:0000022)	Mitotic Spindle Elongation 	0.970699474333173		1
Mitotic Spindle Midzone Assembly (GO:0051256)	Mitotic Spindle Midzone Assembly 	0.970699474333173		1
Mitotic Spindle Organization (GO:0007052)	Mitotic Spindle Organization 	0.840788713877368		1
Mitral Valve Development (GO:0003174)	Mitral Valve Development 	0.970699474333173		1
Mitral Valve Morphogenesis (GO:0003183)	Mitral Valve Morphogenesis 	0.970699474333173		-1
