"","HI-Rho","HI-P","HI-p.adj","HI-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","HV-Rho","HV-P","HV-p.adj","HV-significant","IO-Rho","IO-P","IO-p.adj","IO-significant","IV-Rho","IV-P","IV-p.adj","IV-significant","OV-Rho","OV-P","OV-p.adj","OV-significant","HI-HO-Overlap","HI-HV-Overlap","HI-IO-Overlap","HI-IV-Overlap","HI-OV-Overlap","HO-HV-Overlap","HO-IO-Overlap","HO-IV-Overlap","HO-OV-Overlap","HV-IO-Overlap","HV-IV-Overlap","HV-OV-Overlap","IO-IV-Overlap","IO-OV-Overlap","IV-OV-Overlap","HI-HO-HV-Overlap","HI-HO-IO-Overlap","HI-HO-IV-Overlap","HI-HO-OV-Overlap","HI-HV-IO-Overlap","HI-HV-IV-Overlap","HI-HV-OV-Overlap","HI-IO-IV-Overlap","HI-IO-OV-Overlap","HI-IV-OV-Overlap","HO-HV-IO-Overlap","HO-HV-IV-Overlap","HO-HV-OV-Overlap","HO-IO-IV-Overlap","HO-IO-OV-Overlap","HO-IV-OV-Overlap","HV-IO-IV-Overlap","HV-IO-OV-Overlap","HV-IV-OV-Overlap","IO-IV-OV-Overlap","HI-HO-HV-IO-Overlap","HI-HO-HV-IV-Overlap","HI-HO-HV-OV-Overlap","HI-HO-IO-IV-Overlap","HI-HO-IO-OV-Overlap","HI-HO-IV-OV-Overlap","HI-HV-IO-IV-Overlap","HI-HV-IO-OV-Overlap","HI-HV-IV-OV-Overlap","HI-IO-IV-OV-Overlap","HO-HV-IO-IV-Overlap","HO-HV-IO-OV-Overlap","HO-HV-IV-OV-Overlap","HO-IO-IV-OV-Overlap","HV-IO-IV-OV-Overlap","HI-HO-HV-IO-IV-Overlap","HI-HO-HV-IO-OV-Overlap","HI-HO-HV-IV-OV-Overlap","HI-HO-IO-IV-OV-Overlap","HI-HV-IO-IV-OV-Overlap","HO-HV-IO-IV-OV-Overlap","HI-HO-HV-IO-IV-OV-Overlap","HI-HO-Delta","HI-HV-Delta","HI-IO-Delta","HI-IV-Delta","HI-OV-Delta","HO-HV-Delta","HO-IO-Delta","HO-IV-Delta","HO-OV-Delta","HV-IO-Delta","HV-IV-Delta","HV-OV-Delta","IO-IV-Delta","IO-OV-Delta","IV-OV-Delta"
"FABP1",2.603038,0.05544098,0.4474442,FALSE,3.383336,0.004296653,0.4661793,FALSE,3.301178,0.005776797,0.1584322,FALSE,0.6009676,1,1,FALSE,1.37992,1,1,FALSE,0.9616889,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.551754,0.493659,1.415678,0.8648754,1.160609,0.05809505,1.967432,1.416629,1.712363,1.909337,1.358534,1.654268,0.5508023,0.2550685,0.2957338
"SPICE1",-0.4066995,1,1,FALSE,-0.1108728,1,1,FALSE,0.1279945,1,1,FALSE,0.2888716,1,1,FALSE,0.4388211,1,1,FALSE,0.2080576,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2091811,0.3780858,0.491843,0.5978734,0.4346989,0.1689047,0.282662,0.3886923,0.2255179,0.1137573,0.2197876,0.05661318,0.1060303,0.0571441,0.1631744
"CCDC191",3.510174,0.002686885,0.06399513,FALSE,0.2487613,1,1,FALSE,0.4451033,1,1,FALSE,-3.181833,0.00878076,0.1871082,FALSE,-2.338295,0.1162318,1,FALSE,0.2475899,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.306167,2.167332,4.731964,4.135492,2.306995,0.1388348,2.425797,1.829325,0.0008283014,2.564632,1.96816,0.1396631,0.5964719,2.424968,1.828497
"NKX6-1",-1.187936,1,1,FALSE,-0.5794179,1,1,FALSE,-0.8193786,1,1,FALSE,0.5838891,1,1,FALSE,-0.1022558,1,1,FALSE,-0.4679823,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4302876,0.2606097,1.25287,0.7676921,0.5090845,0.1696779,0.8225822,0.3374045,0.07879683,0.9922601,0.5070824,0.2484747,0.4851778,0.7437854,0.2586077
"CDS1",2.461798,0.08294547,0.5646493,FALSE,-0.6708081,1,1,FALSE,0.2548635,1,1,FALSE,-2.882874,0.0236439,0.3434995,FALSE,-1.375003,1,1,FALSE,0.6736569,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.215087,1.560538,3.779254,2.713028,1.264407,0.6545486,1.564167,0.497941,0.9506803,2.218715,1.15249,0.2961317,1.066226,2.514847,1.448621
"WDFY3",3.651936,0.001561622,0.04591506,TRUE,1.930945,0.3209391,1,FALSE,2.534904,0.06748681,0.6652249,FALSE,-1.790568,0.4401756,1,FALSE,-0.3888187,1,1,FALSE,1.063063,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.216925,0.7898609,3.848432,2.857245,1.83061,0.4270638,2.631507,1.640321,0.613685,3.058571,2.067384,1.040749,0.9911866,2.017822,1.026636
"ALB",3.559957,0.00222549,0.05739958,FALSE,3.137978,0.01020705,0.6763989,FALSE,4.688481,1.651445e-05,0.004537736,TRUE,-0.5946977,1,1,FALSE,1.587983,0.6737414,1,FALSE,2.156228,0.186395,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2983843,0.7979865,2.937785,1.394397,0.9925863,1.096371,2.6394,1.096012,0.6942019,3.735771,2.192383,1.790573,1.543388,1.945199,0.4018104
"C4orf36",-0.1290587,1,1,FALSE,-0.7443937,1,1,FALSE,-0.2693425,1,1,FALSE,-0.5415209,1,1,FALSE,-0.1578798,1,1,FALSE,0.2636249,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4351075,0.09919562,0.2916548,0.02037957,0.2776692,0.3359119,0.1434527,0.414728,0.7127768,0.1924592,0.07881605,0.3768649,0.2712752,0.569324,0.2980488
"THOC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRICKLE2",-0.163488,1,1,FALSE,1.399435,0.9700962,1,FALSE,-1.52161,0.7686416,1,FALSE,1.422707,0.9289268,1,FALSE,-1.327199,1,1,FALSE,-2.436997,0.08885877,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.105153,0.960337,1.121609,0.8228682,1.607614,2.06549,0.01645602,1.928021,2.712767,2.081946,0.1374687,0.6472768,1.944477,2.729223,0.7847455
"TIPARP",1.489145,0.8186958,1,FALSE,2.759091,0.03477745,1,FALSE,0.07252309,1,1,FALSE,1.115006,1,1,FALSE,-0.9819213,1,1,FALSE,-1.845723,0.3895943,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8979876,1.001703,0.2645558,1.747307,2.358108,1.89969,1.162543,2.645295,3.256095,0.7371469,0.7456048,1.356405,1.482752,2.093552,0.6108003
"CCNL1",1.095638,1,1,FALSE,1.573079,0.6942033,1,FALSE,2.038955,0.248727,1,FALSE,0.5335097,1,1,FALSE,1.476092,0.8395148,1,FALSE,1.153167,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3376016,0.6670258,0.3974849,0.2690216,0.04067925,0.3294243,0.7350864,0.06857994,0.2969223,1.064511,0.3980042,0.6263466,0.6665065,0.4381641,0.2283424
"PTX3",1.453702,0.8761738,1,FALSE,1.937463,0.3161324,1,FALSE,0.5334121,1,1,FALSE,0.3431056,1,1,FALSE,-0.5705795,1,1,FALSE,-0.8646558,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.342071,0.6507432,0.7853102,1.431383,1.639326,0.9928142,1.127381,1.773454,1.981397,0.1345669,0.7806399,0.9885832,0.6460729,0.8540163,0.2079433
"SMIM14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABHD6",-0.5136059,1,1,FALSE,-0.2204522,1,1,FALSE,-0.01226204,1,1,FALSE,0.2845669,1,1,FALSE,0.325672,1,1,FALSE,0.1299488,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2072909,0.3545036,0.5643934,0.5934591,0.4550618,0.1472127,0.3571025,0.3861682,0.2477709,0.2098898,0.2389555,0.1005582,0.02906568,0.1093316,0.1383973
"RBM47",-0.2452091,1,1,FALSE,0.1713276,1,1,FALSE,-1.322041,1,1,FALSE,0.3995622,1,1,FALSE,-1.10719,1,1,FALSE,-1.421233,0.9314951,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2945359,0.761435,0.4559222,0.6095126,0.8315741,1.055971,0.1613862,0.9040485,1.12611,1.217357,0.1519224,0.07013915,1.065435,1.287496,0.2220615
"APBB2",-0.793924,1,1,FALSE,-2.161705,0.1838455,1,FALSE,-1.53508,0.748585,1,FALSE,-1.123616,1,1,FALSE,-0.8147177,1,1,FALSE,0.0733418,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9671673,0.5240765,0.2331277,0.01470331,0.6132496,0.4430908,0.7340396,0.952464,1.580417,0.2909488,0.5093731,1.137326,0.2184243,0.8463772,0.6279529
"IL17RC",1.655335,0.5871395,1,FALSE,-0.328816,1,1,FALSE,0.5214989,1,1,FALSE,-1.911768,0.3354355,1,FALSE,-0.7892694,1,1,FALSE,0.7593018,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.403007,0.8017432,2.522323,1.728596,0.6335911,0.6012634,1.119316,0.3255897,0.7694155,1.72058,0.9268531,0.168152,0.7937266,1.888732,1.095005
"SYN1",-0.9488254,1,1,FALSE,-0.3003446,1,1,FALSE,-1.150432,1,1,FALSE,0.6194337,1,1,FALSE,-0.4409995,1,1,FALSE,-0.906671,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4585452,0.1425575,1.108927,0.3590871,0.02980768,0.6011027,0.6503815,0.09945804,0.4287375,1.251484,0.5016447,0.1723652,0.7498395,1.079119,0.3292795
"PCOLCE2",0.8433369,1,1,FALSE,0.4258309,1,1,FALSE,0.3385603,1,1,FALSE,-0.4377012,1,1,FALSE,-0.3051151,1,1,FALSE,0.02993356,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2952213,0.3569309,0.9058307,0.8120782,0.575163,0.06170963,0.6106094,0.5168569,0.2799417,0.5488998,0.4551473,0.2182321,0.09375249,0.3306677,0.2369152
"MTMR14",0.8449836,1,1,FALSE,0.7502701,1,1,FALSE,0.7224992,1,1,FALSE,-0.1135653,1,1,FALSE,0.1126345,1,1,FALSE,0.1980856,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06697254,0.08660954,0.6777964,0.517849,0.4574259,0.01963699,0.6108239,0.4508765,0.3904534,0.5911869,0.4312395,0.3708164,0.1599474,0.2203705,0.06042309
"TTC14",0.6654906,1,1,FALSE,0.6284107,1,1,FALSE,0.2287705,1,1,FALSE,-0.08001708,1,1,FALSE,-0.2902573,1,1,FALSE,-0.2372322,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02621945,0.3088077,0.5271535,0.6758158,0.6383214,0.2825883,0.5009341,0.6495964,0.612102,0.2183458,0.3670081,0.3295137,0.1486623,0.1111679,0.0374944
"PF4",-1.035289,1,1,FALSE,-0.29941,1,1,FALSE,-0.8521573,1,1,FALSE,0.72769,1,1,FALSE,-0.03880723,1,1,FALSE,-0.6188062,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5203447,0.1294934,1.246614,0.7046187,0.2944975,0.3908513,0.7262694,0.184274,0.2258472,1.117121,0.5751253,0.1650042,0.5419954,0.9521165,0.4101212
"SHROOM3",2.751022,0.03564579,0.3431758,FALSE,-0.2122681,1,1,FALSE,-0.2935697,1,1,FALSE,-2.817073,0.02907808,0.3796315,FALSE,-2.42966,0.09067808,1,FALSE,-0.1206579,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.095363,2.152851,3.937238,3.663295,2.030584,0.05748894,1.841875,1.567933,0.06477822,1.784386,1.510444,0.1222672,0.2739429,1.906654,1.632711
"CPA3",-0.5839965,1,1,FALSE,1.70962,0.5240172,1,FALSE,0.7500086,1,1,FALSE,2.046362,0.2443244,1,FALSE,1.158672,1,1,FALSE,-0.6058622,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.621832,0.9432841,1.859945,1.232253,0.01546137,0.6785476,0.2381129,0.3895789,1.637293,0.9166605,0.2889687,0.9587455,0.6276918,1.875406,1.247714
"HPS3",1.592977,0.6669916,1,FALSE,-1.436301,0.9054996,1,FALSE,0.3718085,1,1,FALSE,-2.815522,0.02921883,0.3803652,FALSE,-0.8751267,1,1,FALSE,1.434773,0.9081113,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.142024,0.8634968,3.11728,1.745213,0.1118676,1.278527,0.9752563,0.3968104,2.030156,2.253783,0.8817163,0.7516292,1.372067,3.005412,1.633346
"TM4SF18",2.328612,0.1192779,0.6989064,FALSE,-0.6287239,1,1,FALSE,1.646287,0.5982286,1,FALSE,-2.765098,0.03414343,0.4118382,FALSE,-0.05248895,1,1,FALSE,2.02991,0.2541943,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.091152,0.4824766,3.601797,1.683692,0.2112141,1.608675,1.510645,0.4074596,1.879938,3.11932,1.201216,0.2712625,1.918104,3.390582,1.472478
