"","Herbivore...Insectivore.Rho","Herbivore...Insectivore.P","Herbivore...Insectivore.p.adj","Herbivore...Omnivore.Rho","Herbivore...Omnivore.P","Herbivore...Omnivore.p.adj","Insectivore...Omnivore.Rho","Insectivore...Omnivore.P","Insectivore...Omnivore.p.adj","Herbivore...Vertivore.Rho","Herbivore...Vertivore.P","Herbivore...Vertivore.p.adj","Insectivore...Vertivore.Rho","Insectivore...Vertivore.P","Insectivore...Vertivore.p.adj","Omnivore...Vertivore.Rho","Omnivore...Vertivore.P","Omnivore...Vertivore.p.adj","Carnivore...Herbivore.Rho","Carnivore...Herbivore.P","Carnivore...Herbivore.p.adj","Carnivore...Omnivore.Rho","Carnivore...Omnivore.P","Carnivore...Omnivore.p.adj"
"MRPS23",2.77854780114402,0.0327614872671607,0.301194318423896,-0.318196166181588,1,1,-2.98271135278367,0.0171424383727298,0.26972555377092,-0.0510725913102341,1,1,-2.03770942292894,0.249474007616653,1,0.167245928918693,1,1,-2.08500439577468,0.111206704565196,0.434735056278771,-3.05255923525751,0.00680696830940668,0.104219990887815
"EPSTI1",1.41343333016719,0.945170108023666,1,-0.329388683430225,1,1,-1.6612696820683,0.579955777037202,1,-0.507222671557456,1,1,-1.60583018214059,0.649867362737201,1,-0.235516716661929,1,1,0.12222884886721,1,1,-0.339778415036885,1,1
"LAMA3",0.215473576655009,1,1,-0.209685749944473,1,1,-0.391684069507323,1,1,0.0163255535562853,1,1,-0.155134555658997,1,1,0.175249758967815,1,1,-0.521442874189066,1,1,-0.487723953580231,1,1
"DSCC1",1.13946359263687,1,1,-0.0386130581630822,1,1,-1.16053093361823,1,1,0.801755520585057,1,1,-0.12292299175757,1,1,0.82399596329267,1,1,-1.64718974447114,0.298557153351296,0.806109648283864,-1.93634686121911,0.158475699057837,0.664507426238078
"COL26A1",2.29344826923073,0.130933262262207,0.704176365561714,2.38389288956538,0.102783525279766,1,-0.201852607927809,1,1,2.13440542110596,0.196857649284896,1,0.0605293818788219,1,1,0.249001792181414,1,1,-2.99668969440422,0.00818785119654272,0.0774310433555404,-0.457974497069377,1,1
"PNMA8A",-0.804309025232553,1,1,0.00741316422160096,1,1,0.79354626467705,1,1,-1.33767023671981,1,1,-0.594585683699071,1,1,-1.32117001273003,1,1,0.877377811975919,1,1,0.638109035278531,1,1
"ACAD10",1.43722756736347,0.903920053976657,1,-0.958227897951631,1,1,-2.16324930228925,0.183132060671237,1,-2.07781673963014,0.226357448600286,1,-2.81272814470029,0.0294738973737745,0.48986727727174,-1.47137602010186,0.847136728872507,1,-0.0331800844458586,1,1,-0.663151151375684,1,1
"EBF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZDHHC7",0.490412535069074,1,1,1.17704736074932,1,1,0.606405197916855,1,1,0.496403535887106,1,1,0.0778135810505387,1,1,-0.437363693670382,1,1,-0.559219746064943,1,1,0.956400029463285,1,1
"OSBPL2",-3.79269863898292,0.000894113769878331,0.0286135349449411,-1.44453452837713,0.891532046435362,1,2.40686484150052,0.0965407407432484,0.73346592198913,-1.02969881873092,1,1,1.94712387759531,0.309119310016315,1,0.0636674050594489,1,1,3.44752339623717,0.00169725421393204,0.0263877630462356,2.16146086001253,0.0919792717501071,0.491162810843681
"NOS2",1.62844553046249,0.620582700185242,1,0.891133873426808,1,1,-0.782433371293801,1,1,1.75752061766321,0.472974664356229,1,0.347824163153371,1,1,1.03623466263144,1,1,-2.62213465902095,0.0262142693412522,0.174337782505597,-1.24654741507028,0.637690479744515,1
"FAM20C",-2.17874987409236,0.17610152713306,0.842843335660604,1.15994004522471,1,1,3.1056972435675,0.011389858100286,0.208033623464111,0.309916241281503,1,1,1.93426222932252,0.318485367989043,1,-0.556769978587119,1,1,0.862388603197654,1,1,2.51658054410703,0.0355499434912661,0.283648757148898
"FUZ",2.91147721292878,0.0215834486974919,0.230401408180647,-1.4604960638043,0.864922731320361,1,-4.10804176882732,0.000239416771132816,0.021025525162565,2.29920231817772,0.128960720677095,0.791476117475351,0.0193083742604978,1,1,3.28805306550109,0.00605296933377318,0.355735598510934,-3.75356443308142,0.00052301307859367,0.0113234579422744,-4.66198339942143,9.39529372300351e-06,0.00225679284435929
"RCAN1",-0.961250980302174,1,1,-0.754588760952921,1,1,0.255278852230475,1,1,0.378475336916802,1,1,1.09227350040806,1,1,0.931447724083969,1,1,0.596476423036024,1,1,-0.776260486949741,1,1
"FBXO34",2.20761930188481,0.163624934831022,0.804019076324849,-1.47734838622059,0.837493643742661,1,-3.38902935633378,0.00420843005697769,0.119041827735296,0.760072228082363,1,1,-1.03518439592198,1,1,1.83481821691921,0.399195771063428,1,-2.37308789025758,0.0529201975071513,0.273786382994889,-4.03810585259212,0.000161653615743656,0.0109955516135591
"GPR89A",0.138617465449245,1,1,0.742237865716201,1,1,0.551374276528291,1,1,3.45479599097836,0.00330425613857956,0.0851663561725352,3.21177488102462,0.00791506213084731,0.272943147087484,2.84742221737949,0.0264449180652563,0.655868706826981,-1.36331856126353,0.518346404223859,1,-1.18300725617297,0.710418815006195,1
"DRC3",-2.17442828140833,0.178037916386898,0.849688065410457,0.340316429018906,1,1,2.41808067328831,0.0936157032164152,0.722768097826571,-0.210680110245693,1,1,1.53568860741004,0.747688623202248,1,-0.469353979500336,1,1,1.29021739038532,0.590925569291317,1,2.15241079701316,0.0940950422209838,0.495976378808339
"STX4",-1.73489042919858,0.496561288202497,1,0.223652465075948,1,1,1.88597271898523,0.355791786205613,1,1.4251369739433,0.92470566360722,1,2.62202598318553,0.052445260009638,0.651961487395533,1.24030920696489,1,1,0.424268041033095,1,1,0.87952909977681,1,1
"AKAP17A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNRNPD",-0.972091382389765,1,1,-1.61391707401794,0.639272488001581,1,-0.565780944116979,1,1,1.57986664408536,0.684824456866704,1,2.18716698687899,0.172382015615962,1,2.65571013318479,0.0474849655531573,0.822491880406981,-0.390518880780244,1,1,-2.2694288687011,0.0697267748657982,0.419805187956949
"UCP3",0.413894167623885,1,1,1.56587030003329,0.704273904848456,1,1.02930941809457,1,1,0.68251413895974,1,1,0.319445545770669,1,1,-0.532053194786048,1,1,-1.05554572776937,0.873527422150056,1,1.16958854214162,0.726499771459529,1
"DDX54",0.818506943888893,1,1,-0.71231313696803,1,1,-1.41249096772713,0.946832690020553,1,-1.5454764668423,0.733386341184488,1,-2.07671987810746,0.226964525025037,1,-0.941588552233307,1,1,0.55952016968639,1,1,0.112514609254826,1,1
"CHAF1B",-1.2901088565587,1,1,0.0253026878335473,1,1,1.27926735829926,1,1,0.788755723726905,1,1,1.72203029048783,0.510384189208433,1,0.756415461545748,1,1,0.814113912913913,1,1,0.542867167273037,1,1
"RELL1",0.462072611739064,1,1,1.82445842104789,0.408496780711234,1,1.24267728409237,1,1,0.738049938133091,1,1,0.351647817936245,1,1,-0.644264540423702,1,1,-0.998677803795418,0.953852389271545,1,1.22620573545094,0.660363790523016,1
"ZNF541",-0.548029816657749,1,1,1.46903875833253,0.850933661575766,1,1.82771121668173,0.405557423021569,1,-1.11570490687628,1,1,-0.594763620307103,1,1,-2.21382502546976,0.161044907127212,1,1.12136866554801,0.786392904793309,1,2.83380128879753,0.0137993773954963,0.161280890333132
"STAT2",2.19202847432079,0.170264703972632,0.825368534501477,1.35029790342563,1,1,-0.907835733986317,1,1,3.26579340022001,0.00654947147940316,0.132635354171145,1.28803431500886,1,1,2.13555809025302,0.196292703204045,1,-3.70756007867796,0.000627797340061272,0.01275171156318,-2.0796176086891,0.112681861725728,0.549660521110137
"SLC35C1",0.61610261176758,1,1,2.07429919834535,0.228309193366945,1,1.31553083410309,1,1,2.97253612363352,0.0177210271631277,0.246235873295199,2.33412664750488,0.117534548110206,0.974336890590866,1.29624418986369,1,1,-2.03277479598789,0.126225841849482,0.47184996747731,-0.0669658734645984,1,1
"RPL27A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCT6B",-0.37717781951323,1,1,-0.74399577088007,1,1,-0.290004022682829,1,1,0.219227398645758,1,1,0.484973079025532,1,1,0.744399737782532,1,1,-0.155258230647702,1,1,-0.398643396331346,1,1
"GPR89B",0.0347343108791222,1,1,0.735912506083436,1,1,0.647306767857908,1,1,3.3112250248992,0.00557330882662906,0.121121232399144,3.15451857289027,0.00964578872097583,0.294325114014423,2.71783100258149,0.0394268350561075,0.753801160363859,-1.21276493703074,0.675659113590061,1,-1.05642457233273,0.872322853675095,1
"PRKDC",1.96825232737463,0.294234073096078,1,1.60574969603061,0.649973504127442,1,-0.426114709362673,1,1,0.731432659603896,1,1,-0.837167157384372,1,1,-0.506338647692301,1,1,-1.56280952617342,0.354292208614806,0.90014523479942,0.561434815866043,1,1
"SLC2A2",-0.18206125962214,1,1,2.04898236217875,0.242783037938552,1,2.02049104818678,0.259994866560469,1,2.93374998844568,0.0200936306940098,0.262314905972124,2.88710050036403,0.0233286009541976,0.440831906385312,1.3047363243879,1,1,-1.52695866993643,0.38031386688654,0.942953758226316,0.544649723884224,1,1
"TNS2",1.39100537795341,0.985342775696818,1,0.45777009553535,1,1,-0.915606745296686,1,1,-0.649889287099065,1,1,-1.67232167777511,0.566765443337096,1,-0.969907584535342,1,1,-1.13321611817725,0.771370521208991,1,-0.871666697028219,1,1
"RNF4",-1.63060724866921,0.617839312101877,1,1.54283325517283,0.737227430957705,1,2.99806900450409,0.016301768896618,0.262234525221954,2.21686146230475,0.159795359599558,0.898868667192689,3.31359628022416,0.00552626342845213,0.236937769300214,1.0562154458254,1,1,-0.0388185537391805,1,1,0.982447757379985,0.977637925156546,1
"H2BC4",-3.69559834659719,0.00131621725496285,0.0371616105349793,-2.4663867562373,0.0818903266180793,1,0.9706589895431,1,1,-0.627341851106623,1,1,1.9027544857805,0.342435532064277,1,1.12447952509683,1,1,1.97403607658312,0.145132922780648,0.515815787643732,-0.565193578416883,1,1
"AGTRAP",-0.562558985233024,1,1,0.603764474094994,1,1,1.07597560393834,1,1,1.69907818435762,0.535826719469103,1,2.01286333588132,0.264774051774648,1,1.205356056865,1,1,-0.383239755242812,1,1,0.232314087256932,1,1
"KDM3B",1.6192427545565,0.632370253378079,1,-0.609323215581072,1,1,-2.14685205671744,0.190830368897942,1,1.46845267901595,0.851887807168788,1,0.207728319300957,1,1,1.88748002396575,0.354574744072857,1,-2.54009971175319,0.0332462607197131,0.203346657495786,-3.28839463424281,0.00302281477613914,0.0639786791274716
"DPM2",1.05340945725071,1,1,-0.492072981946087,1,1,-1.45222364267409,0.878636584852584,1,1.49866500589315,0.803763356166952,1,0.613811879958081,1,1,1.81691321442139,0.415382417808379,1,-1.78732943500101,0.221652777831525,0.672358893444303,-2.40272799763147,0.0488198599799161,0.339638181810631
"ZHX2",-0.615872996086279,1,1,-0.602641138595282,1,1,0.0573619583608353,1,1,-1.4273874227438,0.920809524583584,1,-0.85118086313317,1,1,-0.940851351208029,1,1,1.00440580390341,0.945549160927238,1,0.58774100622606,1,1
"NEPRO",3.13515018621912,0.0103059689626482,0.146721641075213,-2.09661350714354,0.216166815689313,1,-4.91850519658121,5.2324561479723e-06,0.00292726852278228,-0.55166897257996,1,1,-2.98380430762557,0.0170813271797458,0.380871972872243,1.04566954350588,1,1,-2.21385500389289,0.0805162646780883,0.360095232854475,-4.8410798477244,3.87406401802605e-06,0.00162624598445583
"FUT7",-1.66619866041146,0.574043116273127,1,-0.134905429240833,1,1,1.48963114163997,0.817927494281036,1,-2.24787454444388,0.147505144678953,0.858873440721246,-0.794446487961683,1,1,-2.09285605324276,0.218172037701487,1,2.18720397800701,0.0861829098747733,0.375330297990655,1.4983951528808,0.402091845020357,1
"UTP4",1.98827435870776,0.28068813016933,1,1.30900935013667,1,1,-0.722640891287917,1,1,2.70038446700416,0.0415556325159568,0.398259056802673,1.04773350037558,1,1,1.66826452100652,0.571579365884619,1,-3.93528663759971,0.000249292378828231,0.00666779898911899,-2.03469261376749,0.12564543561018,0.585959930089119
"ZMYM3",1.00315109133971,1,1,0.785984483240153,1,1,-0.250443842454578,1,1,0.787666762146289,1,1,0.0077347803275052,1,1,0.206720471278224,1,1,-1.57541345670353,0.345483120845577,0.887010010570568,-0.839485614472602,1,1
"SAMD4B",-0.489809316984748,1,1,1.62433127989039,0.625830748989498,1,1.93199802750529,0.320158496029949,1,0.280471377821762,1,1,0.617934757458089,1,1,-0.867869203727737,1,1,-0.302189948575181,1,1,0.877255605308512,1,1
"TLCD5",0.0502552932635112,1,1,-0.196431752461915,1,1,-0.223986488271373,1,1,-1.06605111443824,1,1,-1.03474029376776,1,1,-0.888188303360786,1,1,0.838160899468882,1,1,-0.0924667338624902,1,1
"BORCS5",-0.108683350351497,1,1,-0.0113234495124582,1,1,0.0919843373340094,1,1,-0.500300426827094,1,1,-0.376457765065956,1,1,-0.469106709164176,1,1,-0.430422874142803,1,1,-0.323880078399142,1,1
"CDPF1",-0.132823941017606,1,1,0.0582225820525081,1,1,0.178430260108573,1,1,-1.38086268409532,1,1,-1.19155636477168,1,1,-1.3743274366011,1,1,0.862573144487023,1,1,0.578261017445771,1,1
"HCLS1",0.625708914739654,1,1,-1.04465444311493,1,1,-1.54946831382575,0.727615097098687,1,1.00662136774067,1,1,0.475193477037224,1,1,1.75264085692729,0.477982041092962,1,-1.43912745237614,0.450343245905837,1,-2.37738384845705,0.0523077999383213,0.353680300969983
"EXOC3L1",3.15467639643296,0.00964057286573531,0.140841686579917,1.62447260468483,0.625649895359334,1,-1.61481286542242,0.638107357217256,1,0.956920491232517,1,1,-1.50718638860746,0.790577329046134,1,-0.2552933588132,1,1,-2.92202021137221,0.0104330691618102,0.0924718716558805,-1.20276866179461,0.687197565153942,1
"ZMYM4",1.72025703801403,0.512314374556079,1,0.2099555611426,1,1,-1.47581833831035,0.839955998394416,1,1.51454372959244,0.7793279494008,1,0.145721630207232,1,1,1.33220090657493,1,1,-2.08877008283869,0.110185274086083,0.43277955491929,-2.24521377924511,0.0742632358204854,0.43464989144817
"SUPT6H",-1.65482182211086,0.587763876399561,1,-0.891227613649753,1,1,0.726968968040772,1,1,0.302509110005374,1,1,1.46081895854905,0.864390789383845,1,0.914425584578779,1,1,1.36544076031776,0.516343680714069,1,-0.322173651336998,1,1
"NSUN3",1.11539465018465,1,1,-0.206238361105509,1,1,-1.2669900225715,1,1,1.39412553178332,0.979678202622802,1,0.465023284183557,1,1,1.51713153146136,0.775400872202502,1,-1.32772432874818,0.552807580004002,1,-1.83211000506492,0.200805099162101,0.758073109802066
"BVES",-0.0287279634047851,1,1,-0.749735473547483,1,1,-0.657652766526926,1,1,1.19799706466745,1,1,1.15196424044278,1,1,1.74111559689397,0.489979907716444,1,-0.413425677254327,1,1,-1.53494966824214,0.374388575447067,1
"PFAS",0.980607948572921,1,1,-0.556174513179226,1,1,-1.43814035207707,0.90236541190161,1,-2.89850231914554,0.0224969721488747,0.281519691248221,-3.46448565737847,0.00318747880510708,0.194101916929321,-2.38299835779918,0.103033625612239,1,0.790185724990859,1,1,0.200004348578436,1,1
"SNX14",-0.727480811520763,1,1,1.47084611930132,0.847996420765208,1,2.05785958627997,0.237621685031685,1,1.19086185781999,1,1,1.65833371752138,0.583500762080753,1,0.135801645162283,1,1,0.736385939868465,1,1,1.53470451511752,0.374569278818039,1
"SAMD12",1.31811561252667,1,1,3.01730943258459,0.0153017601981328,0.58759285239963,1.58372048394425,0.679544047513415,1,2.37077799153124,0.106504138108403,0.711187140718759,1.20994160720461,1,1,-0.130143839580105,1,1,-1.66467712483327,0.287931567394225,0.787827605720392,1.26149413142128,0.621392619115644,1
"EPN2",-3.41986381332561,0.00375914956436904,0.0756084609451323,1.40097341516206,0.967332138444805,1,4.51678257585661,3.76717883693328e-05,0.00781431316854629,-1.3774048716473,1,1,1.44391136736061,0.892583451926914,1,-2.41866522152031,0.0934654166934558,1,3.04887840182788,0.00689092301644491,0.0687817890518596,4.14301169244231,0.000102832338624789,0.00817895948051476
"ARHGAP33",-1.76363689406853,0.466758791911811,1,0.723036396567269,1,1,2.30560091018032,0.126797654321942,0.860275402052401,1.66579496830753,0.574525552096958,1,2.92479353362919,0.020681089830607,0.414036740591827,1.04265659437755,1,1,-0.147438998054418,1,1,0.789978189716589,1,1
"LINS1",1.28864012619543,1,1,-1.27775109145713,1,1,-2.37868057606187,0.104248347610978,0.764774789054798,0.0898796657807175,1,1,-0.907317676607729,1,1,1.03694570208817,1,1,-0.491899783575781,1,1,-2.69226931673162,0.0212902834969085,0.20946534127948
"NEUROG1",0.0816893217123116,1,1,-0.527544495259661,1,1,-0.573855563943932,1,1,0.941430083372239,1,1,0.849694899284101,1,1,1.30401598599902,1,1,-1.1043227022389,0.808359534801857,1,-1.36697474448203,0.514899665481401,1
"SKA3",1.48309872904391,0.828289089924941,1,-0.128392865299809,1,1,-1.52660638456552,0.761153510811036,1,0.186048950681837,1,1,-1.00369858670761,1,1,0.279599908512035,1,1,-1.56668591629911,0.351564373032042,0.896984772118895,-2.15773608730846,0.0928450695381777,0.49299883726667
"WDR75",0.386587854601424,1,1,-0.22254783605454,1,1,-0.577968605615531,1,1,-0.357941802620707,1,1,-0.644566360092978,1,1,-0.178571943470453,1,1,-0.368710586509624,1,1,-0.280079754893405,1,1
"PINX1",3.20315434940211,0.00815586636117945,0.124943571385006,2.24638033733417,0.148077940092904,1,-1.10649314967784,1,1,3.33817465564766,0.00505984340522348,0.114750562751495,0.593195354053758,1,1,1.5674444942208,0.702064984024878,1,-4.58247082071858,1.37854153431712e-05,0.000917732143903097,-2.00412593451944,0.135169715803623,0.610485578369499
"COPG1",-0.056121753664272,1,1,1.61340944213109,0.639933498770315,1,1.5462630933969,0.732246248224393,1,1.67287883072632,0.566106911982632,1,1.63703073474638,0.609744286816187,1,0.411216799174249,1,1,-0.221542785696174,1,1,1.60443631710649,0.325853733613715,0.988617069337575
"SH2D3C",2.92560436282026,0.0206272705759185,0.224639453532264,1.84444451573051,0.390710309008017,1,-1.11077844107449,1,1,1.22474856735095,1,1,-1.13181479903559,1,1,-0.227518879202547,1,1,-2.63924919721368,0.0249269635896881,0.168846379994337,-0.578288243605264,1,1
"IMP3",-1.6596202359782,0.581945248711875,1,-0.881771756315096,1,1,0.766308397837322,1,1,-0.049159358067306,1,1,1.16167768522264,1,1,0.582061566386919,1,1,0.940536248693873,1,1,-0.309978230487994,1,1
"TLN1",-2.59971525135198,0.0559806862545138,0.415318401706498,-0.829503924562305,1,1,1.75562403770414,0.474915750143384,1,1.04827517623615,1,1,2.93492805936545,0.0200175016864588,0.408573439827396,1.62863971964813,0.62033586386498,1,1.48456621301684,0.412976313547382,0.993773574893001,0.572460740542,1,1
"LPCAT4",-0.317453091021722,1,1,1.04475535051553,1,1,1.2326973956041,1,1,-1.0972796151408,1,1,-0.754920929863054,1,1,-1.88729800483641,0.354721527947168,1,1.16438956733985,0.73279852062966,1,1.89580613240868,0.173957054055764,0.697119862341741
"HNRNPA0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CENPBD1",1.55124529010499,0.725057473885529,1,0.659403810170357,1,1,-0.81222678004716,1,1,3.9884819489782,0.00039898477076629,0.0219136944641965,2.33551233374515,0.117100034085469,0.972335852021397,3.09534800017642,0.0117949261125202,0.465145075727168,-3.50246248015432,0.00138293610866735,0.0226178901235725,-2.58595689228474,0.0291327224308361,0.251429869431636
"DBF4B",2.16433254706658,0.182633019323728,0.861197491919518,-1.06941333464586,1,1,-3.06878884967749,0.0128957064727312,0.22597406759931,-1.69925718754875,0.535624412470282,1,-3.43618040461946,0.00353986783767031,0.201293665620535,-0.750510324606582,1,1,-0.210517176549796,1,1,-2.22736848779557,0.0777679700645006,0.446230463083884
"GPR88",-2.52381351565317,0.0696536959863453,0.474568821774355,0.674366303270191,1,1,2.95735650908817,0.0186173478360899,0.285207950369309,-0.263079587169586,1,1,1.59590409673283,0.663061240480925,1,-0.733623720306266,1,1,1.71943126721909,0.256607618900483,0.733053749872232,1.73493749683079,0.248255629911416,0.848335893174181
"TNIP1",0.995442667373594,1,1,-0.668262946604918,1,1,-1.5507656355107,0.725747152288895,1,-0.535627272885868,1,1,-1.26083915555343,1,1,-0.0302679341655013,1,1,-0.713221443746238,1,1,-1.3696543876851,0.512384439951127,1
"TRIM41",-0.876437558965681,1,1,1.31153886607935,1,1,2.02299530744959,0.258441787933211,1,2.7678703309601,0.0338543401148773,0.357577589576998,3.26125829968933,0.00665513697792554,0.251297972286468,1.74050542356071,0.490621851414122,1,-0.251284647016407,1,1,0.735581951117018,1,1
"RHOT2",0.242415518343437,1,1,0.537847345119697,1,1,0.236721370248175,1,1,-0.614767225618904,1,1,-0.756148666604547,1,1,-1.00797736195161,1,1,-0.0655797805501272,1,1,0.501811004300497,1,1
"STX19",0.490809400142242,1,1,1.59343913732897,0.666370270373014,1,0.967963632290929,1,1,1.09191631052967,1,1,0.648559692697959,1,1,-0.128692935145744,1,1,-0.744134291168949,1,1,0.692385401072067,1,1
"EDC3",0.88344475124421,1,1,0.0123597045118165,1,1,-0.846614325211896,1,1,-0.00741434505533953,1,1,-0.663012904194681,1,1,-0.0162446950426171,1,1,-0.472324010489962,1,1,-0.010490185147976,1,1
"PRSS50",-0.265195828502511,1,1,0.74399260518907,1,1,0.853207024098613,1,1,1.97480682704119,0.289740444017951,1,1.91875576897024,0.330091499690496,1,1.3963409281829,0.975671126711784,1,-1.76564576981402,0.232365888532635,0.690563088988237,-0.260416069929931,1,1
