GO.ID	Description	p.Val	phenoType
Cytochrome Complex Assembly (GO:0017004)	Cytochrome Complex Assembly 	0.801762340876825	-1
Cytokine-Mediated Signaling Pathway (GO:0019221)	Cytokine-Mediated Signaling Pathway 	0.829130237673788	1
Cytolysis By Host Of Symbiont Cells (GO:0051838)	Cytolysis By Host Of Symbiont Cells 	0.976891366277035	1
Cytoplasmic Microtubule Organization (GO:0031122)	Cytoplasmic Microtubule Organization 	0.986929883877053	-1
Cytoplasmic Sequestering Of NF-kappaB (GO:0007253)	Cytoplasmic Sequestering Of NF-kappaB 	0.731464072147253	-1
Cytoplasmic Sequestering Of Protein (GO:0051220)	Cytoplasmic Sequestering Of Protein 	0.906917793806139	-1
Cytoplasmic Sequestering Of Transcription Factor (GO:0042994)	Cytoplasmic Sequestering Of Transcription Factor 	0.818448031610543	-1
Cytoplasmic Translation (GO:0002181)	Cytoplasmic Translation 	0.718301723754782	-1
Cytoplasmic Translational Initiation (GO:0002183)	Cytoplasmic Translational Initiation 	0.801762340876825	-1
Cytoskeleton Organization (GO:0007010)	Cytoskeleton Organization 	0.887907345456726	1
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	Cytoskeleton-Dependent Cytokinesis 	0.637695384497163	-1
Cytoskeleton-Dependent Intracellular Transport (GO:0030705)	Cytoskeleton-Dependent Intracellular Transport 	0.637695384497163	-1
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	Cytosolic Pattern Recognition Receptor Signaling Pathway 	0.966675843388635	1
Cytosolic Transport (GO:0016482)	Cytosolic Transport 	0.986568635130481	-1
Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290)	Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA 	0.992224930482182	1
Defense Response To Gram-negative Bacterium (GO:0050829)	Defense Response To Gram-negative Bacterium 	0.992224930482182	-1
Defense Response To Gram-positive Bacterium (GO:0050830)	Defense Response To Gram-positive Bacterium 	0.986568635130481	1
Defense Response To Bacterium (GO:0042742)	Defense Response To Bacterium 	0.928463366722498	1
Defense Response To Fungus (GO:0050832)	Defense Response To Fungus 	0.843642888884263	-1
Defense Response To Protozoan (GO:0042832)	Defense Response To Protozoan 	0.917009770855648	-1
Defense Response To Symbiont (GO:0140546)	Defense Response To Symbiont 	0.979614096421189	1
Defense Response To Tumor Cell (GO:0002357)	Defense Response To Tumor Cell 	0.820081451573021	-1
Defense Response To Virus (GO:0051607)	Defense Response To Virus 	0.95186865471392	1
Definitive Hemopoiesis (GO:0060216)	Definitive Hemopoiesis 	0.939222816060028	1
Dehydroascorbic Acid Transport (GO:0070837)	Dehydroascorbic Acid Transport 	0.649581045609309	1
Delamination (GO:0060232)	Delamination 	0.843642888884263	-1
Dendrite Arborization (GO:0140059)	Dendrite Arborization 	0.978664671014649	1
Dendrite Extension (GO:0097484)	Dendrite Extension 	0.976000105236186	1
Dendrite Morphogenesis (GO:0048813)	Dendrite Morphogenesis 	0.990171474475642	-1
Dendrite Self-Avoidance (GO:0070593)	Dendrite Self-Avoidance 	0.672806137829683	1
Dendritic Cell Chemotaxis (GO:0002407)	Dendritic Cell Chemotaxis 	0.788732145650509	1
Dendritic Cell Differentiation (GO:0097028)	Dendritic Cell Differentiation 	0.927857894545631	-1
Dendritic Cell Migration (GO:0036336)	Dendritic Cell Migration 	0.804520696994344	1
Dendritic Spine Maintenance (GO:0097062)	Dendritic Spine Maintenance 	0.915782977048515	-1
Dendritic Spine Morphogenesis (GO:0060997)	Dendritic Spine Morphogenesis 	0.711433981125006	-1
Dendritic Spine Organization (GO:0097061)	Dendritic Spine Organization 	0.801762340876825	-1
Dense Core Granule Cytoskeletal Transport (GO:0099519)	Dense Core Granule Cytoskeletal Transport 	0.917457870254441	1
Dephosphorylation (GO:0016311)	Dephosphorylation 	0.711433981125006	-1
Depyrimidination (GO:0045008)	Depyrimidination 	0.966675843388635	1
Dermatan Sulfate Metabolic Process (GO:0030205)	Dermatan Sulfate Metabolic Process 	0.876254482450606	-1
Dermatan Sulfate Proteoglycan Biosynthetic Process (GO:0050651)	Dermatan Sulfate Proteoglycan Biosynthetic Process 	0.966675843388635	-1
Dermatan Sulfate Proteoglycan Metabolic Process (GO:0050655)	Dermatan Sulfate Proteoglycan Metabolic Process 	0.875256527562022	-1
Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029)	Desensitization Of G Protein-Coupled Receptor Signaling Pathway 	0.932191239099297	-1
Desmosome Organization (GO:0002934)	Desmosome Organization 	0.944937312280748	1
Detection Of Bacterium (GO:0016045)	Detection Of Bacterium 	0.718301723754782	1
Detection Of Calcium Ion (GO:0005513)	Detection Of Calcium Ion 	0.951106450080847	-1
Detection Of Chemical Stimulus Involved In Sensory Perception (GO:0050907)	Detection Of Chemical Stimulus Involved In Sensory Perception 	0.385883142798217	1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)	Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste 	0.801762340876825	-1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell (GO:0050911)	Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell 	0.366222418010037	1
Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)	Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste 	0.869938245396805	-1
Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962)	Detection Of Light Stimulus Involved In Sensory Perception 	0.977227673789757	1
Detection Of Light Stimulus Involved In Visual Perception (GO:0050908)	Detection Of Light Stimulus Involved In Visual Perception 	0.977227673789757	1
Detection Of Mechanical Stimulus (GO:0050982)	Detection Of Mechanical Stimulus 	0.443277664918059	1
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974)	Detection Of Mechanical Stimulus Involved In Sensory Perception 	0.724284823930662	1
Detection Of Mechanical Stimulus Involved In Sensory Perception Of Sound (GO:0050910)	Detection Of Mechanical Stimulus Involved In Sensory Perception Of Sound 	0.801762340876825	1
Detection Of Molecule Of Bacterial Origin (GO:0032490)	Detection Of Molecule Of Bacterial Origin 	0.978664671014649	1
Detection Of Muscle Stretch (GO:0035995)	Detection Of Muscle Stretch 	0.79426722250674	1
Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149)	Detection Of Stimulus Involved In Sensory Perception Of Pain 	0.988826197818759	-1
Detection Of Virus (GO:0009597)	Detection Of Virus 	0.961118437068451	1
Detection Of Visible Light (GO:0009584)	Detection Of Visible Light 	0.788732145650509	1
Determination Of Bilateral Symmetry (GO:0009855)	Determination Of Bilateral Symmetry 	0.876681507840917	1
Determination Of Digestive Tract Left/Right Asymmetry (GO:0071907)	Determination Of Digestive Tract Left/Right Asymmetry 	0.951106450080847	-1
Determination Of Heart Left/Right Asymmetry (GO:0061371)	Determination Of Heart Left/Right Asymmetry 	0.959981085316618	-1
Determination Of Left/Right Symmetry (GO:0007368)	Determination Of Left/Right Symmetry 	0.76606748151263	1
Determination Of Liver Left/Right Asymmetry (GO:0071910)	Determination Of Liver Left/Right Asymmetry 	0.946982175112872	-1
Development Of Primary Female Sexual Characteristics (GO:0046545)	Development Of Primary Female Sexual Characteristics 	0.992579136856919	-1
Development Of Primary Male Sexual Characteristics (GO:0046546)	Development Of Primary Male Sexual Characteristics 	0.718301723754782	1
Diacylglycerol Biosynthetic Process (GO:0006651)	Diacylglycerol Biosynthetic Process 	0.981161585925626	-1
Diacylglycerol Metabolic Process (GO:0046339)	Diacylglycerol Metabolic Process 	0.591134078120493	1
Dicarboxylic Acid Biosynthetic Process (GO:0043650)	Dicarboxylic Acid Biosynthetic Process 	0.963764832287943	-1
Dicarboxylic Acid Catabolic Process (GO:0043649)	Dicarboxylic Acid Catabolic Process 	0.950349957311143	-1
Dicarboxylic Acid Metabolic Process (GO:0043648)	Dicarboxylic Acid Metabolic Process 	0.455594398747894	-1
Dicarboxylic Acid Transport (GO:0006835)	Dicarboxylic Acid Transport 	0.718301723754782	-1
Digestive System Development (GO:0055123)	Digestive System Development 	0.772899680635148	1
Digestive Tract Development (GO:0048565)	Digestive Tract Development 	0.839281744040966	1
Digestive Tract Morphogenesis (GO:0048546)	Digestive Tract Morphogenesis 	0.992224930482182	-1
Diol Biosynthetic Process (GO:0034312)	Diol Biosynthetic Process 	0.956148347419809	-1
Diol Metabolic Process (GO:0034311)	Diol Metabolic Process 	0.927857894545631	1
Diterpenoid Metabolic Process (GO:0016101)	Diterpenoid Metabolic Process 	0.801762340876825	1
Dolichol Metabolic Process (GO:0019348)	Dolichol Metabolic Process 	0.976000105236186	-1
Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488)	Dolichol-Linked Oligosaccharide Biosynthetic Process 	0.943897292661325	-1
Dopamine Catabolic Process (GO:0042420)	Dopamine Catabolic Process 	0.753318733986562	-1
Dopamine Metabolic Process (GO:0042417)	Dopamine Metabolic Process 	0.83842843248073	-1
Dopamine Transport (GO:0015872)	Dopamine Transport 	0.965134510078856	1
Dopamine Uptake (GO:0090494)	Dopamine Uptake 	0.981161585925626	-1
Dopaminergic Neuron Differentiation (GO:0071542)	Dopaminergic Neuron Differentiation 	0.677507201181784	-1
Dorsal Aorta Development (GO:0035907)	Dorsal Aorta Development 	0.876254482450606	-1
Dorsal Aorta Morphogenesis (GO:0035912)	Dorsal Aorta Morphogenesis 	0.876254482450606	-1
Dorsal/Ventral Pattern Formation (GO:0009953)	Dorsal/Ventral Pattern Formation 	0.801762340876825	-1
Dosage Compensation (GO:0007549)	Dosage Compensation 	0.801762340876825	1
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)	Dosage Compensation By Inactivation Of X Chromosome 	0.737030022467258	1
Double-Strand Break Repair (GO:0006302)	Double-Strand Break Repair 	0.908736071021022	1
Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)	Double-Strand Break Repair Via Break-Induced Replication 	0.952618916290155	-1
Double-Strand Break Repair Via Classical Nonhomologous End Joining (GO:0097680)	Double-Strand Break Repair Via Classical Nonhomologous End Joining 	0.958469470042932	1
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	Double-Strand Break Repair Via Homologous Recombination 	0.975791206049775	1
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	Double-Strand Break Repair Via Nonhomologous End Joining 	0.975520432561025	1
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002)	Double-Strand Break Repair Via Single-Strand Annealing 	0.951106450080847	-1
Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003)	Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing 	0.775818257797784	1
Ear Development (GO:0043583)	Ear Development 	0.801762340876825	1
Ear Morphogenesis (GO:0042471)	Ear Morphogenesis 	0.979614096421189	-1
Early Endosome To Golgi Transport (GO:0034498)	Early Endosome To Golgi Transport 	0.956148347419809	1
Early Endosome To Late Endosome Transport (GO:0045022)	Early Endosome To Late Endosome Transport 	0.973507522253314	-1
Ectoderm Development (GO:0007398)	Ectoderm Development 	0.976891366277035	1
Elastic Fiber Assembly (GO:0048251)	Elastic Fiber Assembly 	0.993639929044072	-1
Electron Transport Chain (GO:0022900)	Electron Transport Chain 	0.812425741509641	-1
Embryo Development Ending In Birth Or Egg Hatching (GO:0009792)	Embryo Development Ending In Birth Or Egg Hatching 	0.869938245396805	1
Embryonic Appendage Morphogenesis (GO:0035113)	Embryonic Appendage Morphogenesis 	0.976891366277035	-1
Embryonic Axis Specification (GO:0000578)	Embryonic Axis Specification 	0.958469470042932	1
Embryonic Brain Development (GO:1990403)	Embryonic Brain Development 	0.992224930482182	-1
Embryonic Cranial Skeleton Morphogenesis (GO:0048701)	Embryonic Cranial Skeleton Morphogenesis 	0.956148347419809	-1
Embryonic Digestive Tract Development (GO:0048566)	Embryonic Digestive Tract Development 	0.908514832635788	1
Embryonic Digestive Tract Morphogenesis (GO:0048557)	Embryonic Digestive Tract Morphogenesis 	0.904346885405672	-1
Embryonic Digit Morphogenesis (GO:0042733)	Embryonic Digit Morphogenesis 	0.992224930482182	-1
Embryonic Eye Morphogenesis (GO:0048048)	Embryonic Eye Morphogenesis 	0.976994614398286	1
Embryonic Forelimb Morphogenesis (GO:0035115)	Embryonic Forelimb Morphogenesis 	0.917009770855648	1
Embryonic Heart Tube Development (GO:0035050)	Embryonic Heart Tube Development 	0.627286813870019	-1
Embryonic Heart Tube Morphogenesis (GO:0003143)	Embryonic Heart Tube Morphogenesis 	0.916464239059534	-1
Embryonic Hemopoiesis (GO:0035162)	Embryonic Hemopoiesis 	0.992224930482182	1
Embryonic Hindlimb Morphogenesis (GO:0035116)	Embryonic Hindlimb Morphogenesis 	0.944937312280748	1
Embryonic Limb Morphogenesis (GO:0030326)	Embryonic Limb Morphogenesis 	0.979614096421189	1
Embryonic Organ Development (GO:0048568)	Embryonic Organ Development 	0.929580322266794	-1
Embryonic Organ Morphogenesis (GO:0048562)	Embryonic Organ Morphogenesis 	0.978986692422588	-1
Embryonic Placenta Development (GO:0001892)	Embryonic Placenta Development 	0.986568635130481	1
Embryonic Skeletal Joint Development (GO:0072498)	Embryonic Skeletal Joint Development 	0.951106450080847	1
Embryonic Skeletal System Development (GO:0048706)	Embryonic Skeletal System Development 	0.876254482450606	-1
Embryonic Skeletal System Morphogenesis (GO:0048704)	Embryonic Skeletal System Morphogenesis 	0.764502417430105	-1
Enamel Mineralization (GO:0070166)	Enamel Mineralization 	0.975791206049775	1
Endocardial Cushion Development (GO:0003197)	Endocardial Cushion Development 	0.912877663503268	-1
Endocardial Cushion Morphogenesis (GO:0003203)	Endocardial Cushion Morphogenesis 	0.927857894545631	-1
Endochondral Bone Morphogenesis (GO:0060350)	Endochondral Bone Morphogenesis 	0.801762340876825	-1
Endochondral Ossification (GO:0001958)	Endochondral Ossification 	0.84191364980781	-1
Endocrine System Development (GO:0035270)	Endocrine System Development 	0.69383203094481	1
Endocytic Recycling (GO:0032456)	Endocytic Recycling 	0.95303643118254	-1
Endocytosis (GO:0006897)	Endocytosis 	0.978664671014649	1
Endoderm Development (GO:0007492)	Endoderm Development 	0.820081451573021	-1
Endoderm Formation (GO:0001706)	Endoderm Formation 	0.979614096421189	-1
Endodermal Cell Differentiation (GO:0035987)	Endodermal Cell Differentiation 	0.950721499518005	1
Endodermal Cell Fate Commitment (GO:0001711)	Endodermal Cell Fate Commitment 	0.966675843388635	-1
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	Endolysosomal Toll-Like Receptor Signaling Pathway 	0.979614096421189	1
Endomembrane System Organization (GO:0010256)	Endomembrane System Organization 	0.956148347419809	-1
Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript 	0.718301723754782	1
Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	Endonucleolytic Cleavage Of Tricistronic rRNA Transcript 	0.243975999308823	1
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	Endoplasmic Reticulum Calcium Ion Homeostasis 	0.820510101265054	1
Endoplasmic Reticulum Mannose Trimming (GO:1904380)	Endoplasmic Reticulum Mannose Trimming 	0.966675843388635	1
Endoplasmic Reticulum Membrane Organization (GO:0090158)	Endoplasmic Reticulum Membrane Organization 	0.9580704932086	-1
Endoplasmic Reticulum Organization (GO:0007029)	Endoplasmic Reticulum Organization 	0.980426101958935	1
Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888)	Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport 	0.667717878307926	-1
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	Endoplasmic Reticulum To Cytosol Transport 	0.941343089047581	-1
Endoplasmic Reticulum Tubular Network Organization (GO:0071786)	Endoplasmic Reticulum Tubular Network Organization 	0.731084039990078	-1
Endosomal Lumen Acidification (GO:0048388)	Endosomal Lumen Acidification 	0.885231130850334	1
Endosomal Transport (GO:0016197)	Endosomal Transport 	0.977237823982496	-1
Endosomal Vesicle Fusion (GO:0034058)	Endosomal Vesicle Fusion 	0.998434260923473	1
Endosome Organization (GO:0007032)	Endosome Organization 	0.949029105436374	-1
Endosome To Lysosome Transport (GO:0008333)	Endosome To Lysosome Transport 	0.951106450080847	1
