"","Rho","N","P","p.adj","permPValue"
"ENSG00000116809",-0.0350362036755191,60,0.743752365624039,1,0.999993200193115
"ENSG00000116815",NA,NA,NA,NA,NA
"ENSG00000116819",NA,NA,NA,NA,NA
"ENSG00000116824",NA,NA,NA,NA,NA
"ENSG00000116830",0.0357433099252639,42,0.78175905913584,1,0.81871769030546
"ENSG00000116833",-0.061080927683581,54,0.589444819599908,1,0.165639290705739
"ENSG00000116852",0.0499397641980778,58,0.647064515404556,1,0.999997786048118
"ENSG00000116857",0.181787625680995,58,0.0955909236447085,1,0
"ENSG00000116863",-0.0456503716290886,68,0.649601983389795,1,0.944691965807008
"ENSG00000116871",-0.0361545900831065,66,0.723096238775309,1,0.969240439709216
"ENSG00000116874",0.00634032939292898,68,0.949687406089985,1,0.999998187394416
"ENSG00000116882",-0.0533318959492453,56,0.631125728840578,1,0.99993954050786
"ENSG00000116885",0.0726747327407744,56,0.512928169727382,1,0.376205591651804
"ENSG00000116898",-0.0573917035958485,55,0.608726090266832,1,0.999997786048118
"ENSG00000116903",-0.113573289975096,64,0.273283245571372,1,0.99993954050786
"ENSG00000116906",-0.101232785811104,65,0.324952399227712,1,0.576923821474013
"ENSG00000116918",-0.0355802644840856,60,0.739916139144302,1,0.405736507364141
"ENSG00000116922",0.0032252191862887,30,0.983304785228153,1,0.999998187394416
"ENSG00000116954",0.125538521979994,68,0.211530954084314,1,0
"ENSG00000116962",-0.0786200844723193,68,0.433960898925364,1,0.99993954050786
"ENSG00000116977",0.0112875516858616,65,0.912604528985444,1,0.999998187394416
"ENSG00000116981",-0.108675718587051,45,0.382534239706554,1,0.81871769030546
"ENSG00000116983",0.0092094053031472,50,0.937687805818062,1,0.999984926592505
"ENSG00000116984",-0.0186345468566088,56,0.866767843572403,1,0.99993954050786
"ENSG00000116985",0.0145478593490662,21,0.937947456842939,1,0.999989841734219
"ENSG00000116990",-0.144957860124197,67,0.152238864565956,1,0.141903544371134
"ENSG00000116991",-0.0409960030845394,17,0.845252024219651,1,0.99993954050786
"ENSG00000116996",NA,NA,NA,NA,NA
"ENSG00000117000",-0.0694388211848341,64,0.502978991426219,1,0.141903544371134
"ENSG00000117009",-0.0759694487691667,62,0.470970974712143,1,0.667861073776499
"ENSG00000117010",-0.0268569979150055,63,0.797203392435999,1,0.999993200193115
"ENSG00000117013",-0.10222455285855,62,0.332024668709538,1,0.792517492503213
"ENSG00000117016",-0.0219187879101955,54,0.846450596876591,1,0.999991420065036
"ENSG00000117036",0.0124341182825498,22,0.945584744246869,1,0.999997957679025
"ENSG00000117054",-0.00122619478430204,69,0.990190108699336,1,0.99993954050786
"ENSG00000117090",0.0600624975130373,22,0.741634031648461,1,0.999997625656209
"ENSG00000117091",NA,NA,NA,NA,NA
"ENSG00000117114",0.0165257278624485,65,0.872339876071876,1,0.999998187394416
"ENSG00000117115",-0.0117621811176211,59,0.913367288681436,1,0.73457457227577
"ENSG00000117118",-0.0462450228522177,66,0.650395737527518,1,0.67310729518751
"ENSG00000117122",0.15275647267978,47,0.20925980426642,1,0.857541889315053
"ENSG00000117133",0.106283909976787,64,0.305259765341964,1,0
"ENSG00000117139",0.0222015104734234,52,0.84747333279829,1,0.999997786048118
"ENSG00000117143",-0.0399721251648386,60,0.709192707266765,1,0.99993954050786
"ENSG00000117151",0.171337940403771,44,0.173617334424944,1,0.488908837693172
"ENSG00000117152",-0.47999758545789,58,1.07961004624581e-05,0.15925327792172,0.181280497088955
"ENSG00000117153",0.16303812102392,44,0.195403213375641,1,0.411162387709084
"ENSG00000117154",-0.381385035698237,11,0.157299207050285,1,0.441430784645195
"ENSG00000117155",-0.176523574451241,37,0.200546496962535,1,0.792517492503213
"ENSG00000117174",-0.182455002443599,67,0.0715444062739878,1,0.200293598119049
"ENSG00000117215",NA,NA,NA,NA,NA
"ENSG00000117222",-0.124774086577348,62,0.236403550957518,1,0.207475707689902
"ENSG00000117226",-0.0577572686514433,57,0.5997424824137,1,0.792517492503213
"ENSG00000117228",0.261488180184245,13,0.285049407402613,1,0.999991420065036
"ENSG00000117245",0.0419761256028817,52,0.716111121615076,1,0.999998187394416
"ENSG00000117262",NA,NA,NA,NA,NA
"ENSG00000117266",-0.148538849694846,41,0.255623107546413,1,0.707156695582189
"ENSG00000117280",-0.292447456056037,24,0.0923684178723399,1,0
"ENSG00000117281",NA,NA,NA,NA,NA
"ENSG00000117298",0.0371695970837514,57,0.735577631871581,1,0.999995971883749
"ENSG00000117305",-0.121854359168988,66,0.232398799474168,1,0.763411468718053
"ENSG00000117308",0.0566981067094561,63,0.587482214427505,1,0.642489332860249
"ENSG00000117322",0.0410214339148239,53,0.719653988707198,1,0.81871769030546
"ENSG00000117335",NA,NA,NA,NA,NA
"ENSG00000117360",0.045830192903136,54,0.685548956916474,1,0.999998187394416
"ENSG00000117362",-0.130610785494337,68,0.193653672761575,1,0.999998187394416
"ENSG00000117385",-0.0453478015900957,64,0.661801805564649,1,0.887531194114087
"ENSG00000117394",-0.176261157123426,68,0.0794028493410247,1,0.20167614776396
"ENSG00000117395",0.0266293834503017,68,0.790996215494177,1,0.319937713768929
"ENSG00000117399",-0.0307983545152388,66,0.762780608741561,1,0.999978746918303
"ENSG00000117400",-0.138309808259344,41,0.289821969828613,1,0.28590986554747
"ENSG00000117407",-0.0104764544365437,41,0.936095390960732,1,0
"ENSG00000117408",0.129342719615751,68,0.198015396343389,1,0.32973651965227
"ENSG00000117410",0.0329697128432307,68,0.742823558168084,1,0.99993954050786
"ENSG00000117411",0.0374878997125048,41,0.774187135453541,1,0.715044381428595
"ENSG00000117419",-0.00141711879969049,64,0.989093585254955,1,0.999997549091693
"ENSG00000117425",-0.0932047393710309,62,0.376452433135082,1,0.541773308295208
"ENSG00000117448",0.0545268327791892,68,0.587367874785891,1,0.748439846840558
"ENSG00000117450",0.145957419224393,66,0.15259700629893,1,0.99993954050786
"ENSG00000117461",-0.0943342153890191,60,0.378783663652544,1,0.623268698060942
"ENSG00000117472",-0.266683501152127,45,0.0321236842952628,1,0.568453674649922
"ENSG00000117475",-0.0773520185937335,68,0.441411507887821,1,0.999991420065036
"ENSG00000117477",-0.254956276674636,48,0.0341103092644074,1,0.658582447522929
"ENSG00000117479",-0.0373785511310442,64,0.718432038910339,1,0.99993954050786
"ENSG00000117480",-0.00887646115010057,68,0.929607190892353,1,0.999978746918303
"ENSG00000117481",0.0614568204725114,60,0.5663785894003,1,0.999998187394416
"ENSG00000117500",-0.0566847519876196,64,0.584527425563777,1,0.999991420065036
"ENSG00000117501",NA,NA,NA,NA,NA
"ENSG00000117505",-0.125538521979994,68,0.211530954084314,1,0.99993954050786
"ENSG00000117519",-0.0213213572849195,62,0.839662141345379,1,0.999998081277102
"ENSG00000117523",NA,NA,NA,NA,NA
"ENSG00000117525",-0.0513254144036843,51,0.659794847802142,1,0.999998081277102
"ENSG00000117528",0.0113209932449363,60,0.915879859176798,1,0.835012529567437
"ENSG00000117533",0.036163277522746,58,0.740234960508131,1,0
"ENSG00000117543",0.0779854034733032,42,0.545562155242861,1,0.766226900799853
"ENSG00000117560",-0.100729755415393,60,0.347314961120809,1,0
"ENSG00000117569",0.0346717637585861,56,0.754928628909561,1,0.59170688992354
"ENSG00000117586",0.0361550763031094,18,0.858954922737482,1,0.324781738447037
"ENSG00000117592",-0.0734479774711693,66,0.471643171341706,1,0.999998187394416
"ENSG00000117593",0.0345032779671177,64,0.73927007139933,1,0.679626771506658
"ENSG00000117595",-0.0272029546189516,66,0.789780556087158,1,0.99993954050786
"ENSG00000117597",0.0137065868260197,62,0.896513817674076,1,0.999997786048118
"ENSG00000117598",-0.0760818653352734,27,0.640807930647004,1,0.999998081277102
"ENSG00000117600",-0.112052060081765,31,0.459403130227892,1,0.586715867158672
"ENSG00000117602",-0.0662387151440378,57,0.54728625071696,1,0.792517492503213
"ENSG00000117614",-0.0816088638568548,66,0.423834360015821,1,0.319937713768929
"ENSG00000117616",-0.030286866020463,51,0.795050702826509,1,0.83740184112232
"ENSG00000117620",0.040518797125056,61,0.702993638356037,1,0.999998081277102
"ENSG00000117625",0.0468590341160087,47,0.700115585111099,1,0.999998187394416
"ENSG00000117632",0.024439821893375,64,0.813628544123757,1,0
"ENSG00000117640",-0.0637703459860721,64,0.538467863075378,1,0.509204504949289
"ENSG00000117643",-0.0944231536903576,62,0.370245480925938,1,0.932445686225456
"ENSG00000117650",-0.0937905756348796,56,0.398451856204332,1,0
"ENSG00000117682",0.00887646115010057,68,0.929607190892353,1,0.999991420065036
"ENSG00000117691",0.0285631023498992,66,0.779534767789091,1,0.999985833486804
"ENSG00000117697",-0.0217739389352672,63,0.834968706358955,1,0.999991420065036
"ENSG00000117707",0.17234928899171,39,0.198848011964938,1,0.763411468718053
"ENSG00000117713",-0.0761947388440516,64,0.462353038842102,1,0.99993954050786
"ENSG00000117724",NA,NA,NA,NA,NA
"ENSG00000117748",0.0749872979501468,66,0.46240417912397,1,0.999997625656209
"ENSG00000117751",0.106606786424597,62,0.311715810480962,1,0.167852718807398
"ENSG00000117758",-0.0326435455427419,66,0.749032993448596,1,0.944691965807008
"ENSG00000117791",-0.0599700224812664,55,0.592726286732974,1,0.389262527896125
"ENSG00000117834",0.0319259201764002,59,0.767769918852121,1,0.999998081277102
"ENSG00000117859",0.0418449587376459,54,0.711610603574176,1,0.883248186037017
"ENSG00000117862",0.00803435335180144,66,0.937240526004187,1,0.999994961023517
"ENSG00000117868",0.118385232530543,54,0.295600011903712,1,0.999998187394416
"ENSG00000117877",-0.0681220664417705,43,0.592980098017427,1,0.403429135986868
"ENSG00000117899",NA,NA,NA,NA,NA
"ENSG00000117906",0.00816088638568548,66,0.936254216358079,1,0.999989841734219
"ENSG00000117971",0.0225080902989381,34,0.875970124805346,1,0.999998187394416
"ENSG00000117983",-0.166729576368324,43,0.190788459054015,1,0.879748120328009
"ENSG00000117984",0.0254421189473712,66,0.803098592900315,1,0.999993200193115
"ENSG00000118004",-0.10072125061063,62,0.339184186502539,1,0.141903544371134
"ENSG00000118007",-0.180065354759183,68,0.0731295967808427,1,0.141903544371134
"ENSG00000118017",NA,NA,NA,NA,NA
"ENSG00000118046",-0.0519907010220176,68,0.604866823183545,1,0.999998087438487
"ENSG00000118058",0.0354406355380797,46,0.77330059845379,1,0.81871769030546
"ENSG00000118094",-0.253702191288924,33,0.0833343130971893,1,0
"ENSG00000118096",-0.0816825924099813,66,0.423415771823499,1,0.426645149595851
"ENSG00000118113",-0.111531436908404,21,0.550615759928871,1,0.999994652349223
"ENSG00000118156",NA,NA,NA,NA,NA
"ENSG00000118160",-0.0561017236116809,43,0.659789081031577,1,0.593063489250317
"ENSG00000118162",-0.0335049900191592,62,0.750530205657888,1,0.999992338573749
"ENSG00000118193",NA,NA,NA,NA,NA
"ENSG00000118194",0.0669104212884994,22,0.713410685687094,1,0.99993954050786
"ENSG00000118197",-0.138878087304214,40,0.294095588977017,1,0
"ENSG00000118200",-0.290883159778312,47,0.016804604239087,1,0
"ENSG00000118217",0.00367806178960312,56,0.973584229581969,1,0.999998187394416
"ENSG00000118242",-0.310796221221464,56,0.0051408237051941,1,0.720670401780575
"ENSG00000118245",NA,NA,NA,NA,NA
"ENSG00000118246",-0.0821710364237925,62,0.435538572241336,1,0.858087875693902
"ENSG00000118257",-0.101768475789485,66,0.318591807893104,1,0.0618925907769225
"ENSG00000118260",-0.179066012275185,40,0.176123944459229,1,0.291372534166956
"ENSG00000118263",-0.0251463646821941,41,0.847389659686714,1,0.99993954050786
"ENSG00000118276",-0.177363906229283,58,0.10393710976243,1,0.540933089587684
"ENSG00000118292",-0.325925000923688,29,0.0378261966122275,1,0.365055760773347
"ENSG00000118298",-0.12422733006853,43,0.329681977338617,1,0.999998187394416
"ENSG00000118307",-0.0961441494787467,45,0.43979340643796,1,0.999993200193115
"ENSG00000118308",-0.0368218033696764,58,0.735680070994691,1,0.99993954050786
"ENSG00000118322",NA,NA,NA,NA,NA
"ENSG00000118363",0.0595990962935324,68,0.553091663704875,1,0.999997786048118
"ENSG00000118369",NA,NA,NA,NA,NA
"ENSG00000118402",0.0701193467125119,55,0.531699278535603,1,0.763411468718053
"ENSG00000118407",0.0963640783789534,57,0.381277684211184,1,0.81871769030546
"ENSG00000118418",-0.21768162565648,65,0.0342924409615477,1,0
"ENSG00000118420",0.148538849694846,41,0.255623107546413,1,0
"ENSG00000118432",-0.102490007711348,17,0.625585231524325,1,0.879748120328009
"ENSG00000118434",-0.414039335605413,15,0.0661925797221935,1,0.374029079958367
"ENSG00000118454",-0.0368376212125888,50,0.754504612628855,1,0.692778859287781
"ENSG00000118473",-0.0376902565283912,39,0.778729004587343,1,0.635103169385507
"ENSG00000118482",-0.211902830582066,34,0.14171996321059,1,0.558970657773575
"ENSG00000118491",-0.158983676534905,53,0.164212060512861,1,0.501831483451418
"ENSG00000118492",0.0425809228177086,63,0.683703338135546,1,0.999998187394416
"ENSG00000118495",-0.0543620902241805,60,0.612015113489861,1,0.99993954050786
"ENSG00000118496",-0.0853969764294904,61,0.421635619559149,1,0.999991420065036
"ENSG00000118503",-0.161829938864555,57,0.141465869222939,1,0.858087875693902
"ENSG00000118507",-0.0733331535371074,58,0.501384553277294,1,0.350465241387555
"ENSG00000118508",-0.0507226351434318,68,0.613703068664854,1,0.99993954050786
"ENSG00000118513",-0.0694739889871316,48,0.563702861650773,1,0.999991420065036
"ENSG00000118514",-0.0938368750153489,68,0.350370895621576,1,0.999993200193115
"ENSG00000118515",-0.0991983159783344,64,0.338632236920022,1,0
"ENSG00000118518",0.0495991579891672,64,0.632340177714872,1,0.999998187394416
"ENSG00000118520",0.0367239887355846,66,0.71891889693613,1,0.944691965807008
"ENSG00000118523",-0.103981402044035,68,0.300748754784795,1,0.999998187394416
"ENSG00000118526",-0.0849604138652483,68,0.397814403435756,1,0.864185088781422
"ENSG00000118557",-0.0491231022503502,30,0.749938358534929,1,0.999996872106699
"ENSG00000118564",0.143406831728039,53,0.209568486842747,1,0.397002312884726
"ENSG00000118579",0.0342377787218165,68,0.733302038183218,1,0.85312200424636
"ENSG00000118596",-0.0766739510380394,28,0.631609069734782,1,0.99993954050786
"ENSG00000118600",-0.0630201053223299,59,0.559965069626727,1,0.999997786048118
"ENSG00000118640",0.0479955533409245,61,0.651529149338731,1,0
"ENSG00000118655",-0.0897169457617827,66,0.379266861492272,1,0.999991420065036
"ENSG00000118680",-0.0536158705078426,65,0.602136093515968,1,0.999998187394416
"ENSG00000118689",-0.0685329341300983,62,0.515477482965243,1,0.999978746918303
"ENSG00000118690",0.0531879346217533,39,0.691729696013945,1,0.999998187394416
"ENSG00000118702",NA,NA,NA,NA,NA
"ENSG00000118705",-0.0533033932122987,62,0.612987124913638,1,0.349389962238065
"ENSG00000118707",-0.136575475286508,64,0.187700237087669,1,0.365299622321735
"ENSG00000118729",-0.114105591813959,41,0.382514508988695,1,0.258712541620422
"ENSG00000118733",NA,NA,NA,NA,NA
"ENSG00000118762",-0.204657280843974,60,0.0562033564390537,1,0.858087875693902
"ENSG00000118777",-0.138456885077563,46,0.260431074587856,1,0.877980098250346
"ENSG00000118804",0.014729647811636,66,0.885220830129645,1,0.999998240152332
"ENSG00000118816",0.0443823057505028,68,0.658709692965825,1,0.999993200193115
"ENSG00000118855",0.0508842378947424,66,0.61800629447641,1,0.999998187394416
"ENSG00000118873",-0.0448848751212701,66,0.660022056521365,1,0.999990001199856
"ENSG00000118894",-0.205805465729924,20,0.283620363316366,1,0.776211727269199
"ENSG00000118898",-0.13170159957371,57,0.231456993700416,1,0
"ENSG00000118900",-0.0450990674375956,62,0.668679884122512,1,0.99993954050786
"ENSG00000118922",-0.243462920274088,32,0.102080961132485,1,0.680055486424186
"ENSG00000118939",0.0454266216709442,64,0.661250611606495,1,0.201834555356111
"ENSG00000118946",-0.231455024943138,21,0.215499509069327,1,0.405863977066011
"ENSG00000118960",-0.0530597548446168,59,0.62359133770151,1,0.999978746918303
"ENSG00000118961",-0.100585458728777,42,0.435635502919468,1,0.673596471313203
"ENSG00000118965",0.214625752332318,56,0.0533275178727477,1,0.944691965807008
"ENSG00000118971",-0.0913007432581773,68,0.363545262964422,1,0.999993200193115
"ENSG00000118972",-0.0534522483824849,36,0.702440058959144,1,0.999990001199856
"ENSG00000118985",-0.00672124635292637,59,0.950429852005125,1,0.999996970504835
"ENSG00000118997",-0.070295751835532,32,0.636902291906355,1,0.999993200193115
"ENSG00000119004",-0.0672074915650472,68,0.503589304430051,1,0.99993954050786
"ENSG00000119013",0.0968693879598612,69,0.331389135131704,1,0.99993954050786
"ENSG00000119041",0.024760112067426,59,0.818857796851276,1,0.749671934893465
"ENSG00000119042",0.028944317802611,50,0.805913707842569,1,0.999998187394416
"ENSG00000119048",0.13568304900868,68,0.176911529417333,1,0.851542164831101
"ENSG00000119121",-0.00925836632717181,61,0.930575040457127,1,0.999993200193115
"ENSG00000119125",0.145963236368121,64,0.159140629498113,1,0.717498378354607
"ENSG00000119138",-0.110321731436964,68,0.272235764395991,1,0.887531194114087
"ENSG00000119139",0.033745639128632,38,0.804014210761407,1,0.81871769030546
"ENSG00000119147",-0.224016259359623,32,0.132513427182923,1,0.200969369608334
"ENSG00000119185",-0.0792089594940006,47,0.515001804774477,1,0
"ENSG00000119203",-0.0524333955885482,64,0.613014743322165,1,0.999978746918303
"ENSG00000119227",NA,NA,NA,NA,NA
"ENSG00000119231",-0.260280213833563,65,0.0113795806400036,1,0
"ENSG00000119280",0.0388161877130074,64,0.708089907246212,1,0.999998187394416
"ENSG00000119283",-0.3638034375545,17,0.0832645166635504,1,0
"ENSG00000119285",-0.0923950635457165,66,0.365203664413955,1,0.766226900799853
"ENSG00000119314",0.0212567819953574,64,0.837537871455342,1,0.999998187394416
"ENSG00000119318",-0.0634032939292898,68,0.528044891057857,1,0
"ENSG00000119321",-0.0538505143882387,64,0.603450875553309,1,0.435195104195643
"ENSG00000119326",0.00344412166883295,58,0.974810622566327,1,0.999995430743783
"ENSG00000119328",-0.136951114887266,68,0.172899663834704,1,0.512884693973783
"ENSG00000119333",-0.0459419070901148,67,0.650014096968383,1,0.999993200193115
"ENSG00000119335",0.0299232500808468,66,0.769327138243382,1,0.94236681044649
"ENSG00000119383",-0.104249845519217,63,0.318539393252799,1,0.536681973533974
